phone_name,size,color,username,star,title,date,review
iPhone XS,64GB,Silber,Christian,5,Ein Klasse Handy das iPhone XS obwohl es eigentlich viel zu teuer ist !,2019-04-30,"Mir gefällt das iPhone Xs sehr sehr gut. Nur es hat schon einen sehr hohen Preis. Dennoch habe ich mir dieses für ein Samsung S9 Plus Ersatz gekauft. Ich liebe dieses IOS und da kann Android machen was Sie wollen, gegen da IOS kommen die einfach nicht dran.Auch wenn jetzt ein Huawei P30 Pro eine bessere Kamera hat, habe ich mich dennoch  für das iPhone XS entschieden obwohl ich ein Fotograf bin. So gut wie die Handybilder heut zu Tage sind (Bei Portraits), aber wenn man sich diese auf eine iMac mal anschaut und das Bild vergrößert (hineinzoomt), sieht man doch die krassen Unterschiede zwischen einer Spiegelreflexkamera und einem Smartphone. Für den 0815 Hobbyknipster oder Teeny der mal schnell ein Selfi machen möchte und dieses postet bei Insta und co, reichen die Handykameras allemal. Da ist es echt egal welches Smartphone der oberen Klasse man nimmt.Für mich ist ausschlaggebend das IOS Betriebssystem und natürlich die fast 5 Jahre langen Updates bei IOS wo ein Android einfach nicht mithalten kann (Bei Android meistens 2 Jahre nur Updates)."
iPhone XS,256GB,Gold,Müller Georg,5,Günstiger Einkauf,2018-12-19,"Die Lieferung erfolgte schneller als angekündigt, Ordentliche Verpackung, Ware war in Originalpackung ( Apple) verschweisst und wies keine Beschädigungen auf. Wie immer bei apple: telefon einschalten, Sichererung wiederherstellen und dort weitermachen incl. der ganzen apps Nachrichten, usw. ``wo ich beim alten Telefon aufgehört habe, so einfach ist das, Apple eben .... :):):)"
iPhone XS,256GB,Silber,MG,1,Die Schwächen des iPhones offenbaren sich im Detail.,2019-01-19,"Nun, ich versuche es kurz zu machen. Ich habe folgende iPhones besessen: 3GS, 4S, 6, 6s, 7 plus und dieses hier, was nun das Ende der Reise im Apple Kosmos darstellen wird. Nebenbei nutze ich ein iPad und ein MacBook Pro. Auf die technischen Specs möchte ich nicht eingehen, das kann man auf technischen Seiten besser nachlesen. Für mich geht es um die Unzulänglichkeiten in diesem starren und mittlerweile völlig undurchdachten Betriebssystem. Was früher fortschrittlich war, ist heute angestaubt und rückschrittlich.Ein paar Details:Siri, völlig unbrauchbar - „Siri navigiere mich nach Hause“ Siri: „hier ist Privatadresse: straßenname“ Sie verseht die einfachsten Dinge nichtShortcuts, die neue Apple App als Automator Ersatz für das iOS ist einfach lachhaft. 4 brauchbare Shortcuts gibts, alles andere ist aufgrund der Restriktionen nicht möglich.Die Einstellungen sind mittlerweile völlig verwirrt verstreut: automatische Helligkeit des Bildschirms ist nicht bei den Bildschirmsteuerung/Helligkeit zu finden, sondern unter einem Untermenü 30 Kilometer entfernt, von wegen Apple sei intuitiv.FaceID funktioniert trotz Versprechungen nicht im Dunkeln.Immernoch ist iTunes die Basis für synchronistation am mac und am pc, das haben schon die alten Römer genutzt, und selbst die waren bereits genervt davon.Landscape Mode funktioniert nicht gut und nimmt bei den meisten Apps unnötig viel Platz weg - völlig peinlicher Support der top Modelle. (Nicht xs bezogen)Hand off (Modell übergreifendes arbeiten) funktioniert völlig unzuverlässig, teilweise Wochen lang nicht, dann wieder doch.Jegliche Individualisierung des Betriebssystems ist unmöglich.Wifi ausschalten heißt offenbar nicht: wifi ausschalten.Preis mittlerweile unannehmbar, selbst wenn man die wertstabilität berücksichtigt.Akku-Politik ebenso völlig unverfroren.Nun, ich könnte ewig weiter machen... und deswegen wird es wohl in Zukunft, welche noch fern ist, ein austreten aus dem gesamten Apple-Kosmos bedeuten. Bestimmte Dinge sind einfach Zuviel des guten. Ob es andere besser können? Mal sehen.. aber die grundlegendsten Dinge sollte man dem zu diesem Zeitpunkt beinahe wertvollstem unternehmen der Welt schon zutrauen können - aber dies scheint eindeutig zu viel verlangt."
iPhone XS,256GB,Silber,Stefan80339,4,"Super Telefon, teure Reparaturen, frustrierendes Face ID",2018-12-21,"Im Prinzip gibt es zu einem iPhone nicht so viel zu sagen. Trotzdem ein paar Kommentare:- same day Lieferung in München hat nicht geklappt- das erste Modell kam defekt an und ließ sich nicht einschalten. Amazon war aber sehr schnell im Austausch und hat bereits einen Ersatz geschickt bevor ich das alte aufgegeben hatte.- im Vergleich zum 6er oder 7er Modell ist das Telefon richtig schwer- Glas Reparaturkosten sind richtig teuer, 591 Eur falls Vorder- und Rückseite betroffen sind.- mir fehlt der Home Button, Einhandbedienung quasi nicht mehr möglich- Face ID funktioniert nur mäßig. Dazu muss einen das Handy ziemlich direkt anschauen. Tut es das nicht, weil es z.B. flach auf einem Tisch liegt oder in einer Freisprecheinrichtung steckt, dann geht auch Face ID nicht. Funktioniert auch nicht bei nassen Haaren, Kopf halb im Kissen usw.Ansonsten ist es natürlich ein sensationelles Telefon mit klasse Kamera und mega Display."
iPhone XS,256GB,Space Grau,Perfect Boy,5,Best iPhone ever,2019-01-27,"""Apple"" - Name is enough. I am in love with my new iPhone XS, totally satisfied. I bought on Christmas Time. So I got an amazing discount on it. Best iPhone ever, but a little more heavy than expected. Delivery time of Amazon is also good during Holidays."
iPhone XS,64GB,Gold,Myron Bolitar,5,Top Arbeitsmachine,2019-05-17,"Was soll ich schon sagen was nicht bereits gesagt wurde. Ich habs wegen dem größeren Display und guten Kamera gekauft. Der Sensor der Kamera soll 30% größer sein. Bilder sind top, vor allem die, die direkt aus der Kemera kommen, war mir wichtig. Portrait funktioniert wie es soll, klar gibts hier und da falsche Darstellungen am Rand der Brille oder Haare, aber ich denk es war das Beste war iPhone liefern konnte. Ich mecker hier aber auch schon auf dem hohen Niveau, da ich Hobbyfotograf bin.Ansonsten hält es das was es verspricht und ich bin begeistert."
iPhone XS,256GB,Space Grau,Krümel Monster ,5,Super !,2018-12-11,"Super Handy ! Die Kamera ist der Hammer , der Klang des iPhones ist super ! Habe davor das iPhone 7 gehabt und ich muss sagen die Umstellung ohne Home Button fand ich nicht schlimm , die Face ID erkennt einen auch wenn das Licht aus ist oder mit Schal und kaputze .Das einzig negative was mich bisschen stört ist das es etwas schwerer ist als andere Handys. Da werde ich mir noch so ein bobbl fürs Handy kaufen damit meine Finger nicht leiden wenn ich das Handy in der Hand halte.Sonst alles super !!"
iPhone XS,64GB,Gold,ogaibj,5,Working fine and feels good to hold,2019-02-16,Working fine and feels good to hold  Highly recommended
iPhone XS,256GB,Silber,Der Öbstliemann,5,Wenn Du kein iPhone hast....hast Du kein iPhone,2018-12-29,"Absolutes TOP Produkt. Bin nun nach über 4 Jahren vom 6er auf das XS umgestiegen. WELTEN Unterschied natürlich. Foto-Qualität der Wahnsinn. OLED Display umwerfend.Lediglich der helle Edelstahlrahmen stört mich persönlich, da er doch ziemlich schnell erste Mikro-Kratzer aufzeigt."
iPhone XS,256GB,Space Grau,Amazon Customer,5,Top aankoop,2018-12-01,Overgestapt vanaf een iPhone SE. Wat is de XS een geweldig toestel! Vergeleken met de Samsung S9 is dit echt het summum. Face ID werkt geweldig. Foto’s zijn prachtig mooi. En het wordt met dit toestel ook gewoon weer leuk om er een game op te spelen. Helemaal blij mee!
iPhone XS,64GB,Silber,Jan,5,I phone XS,2019-02-26,"Nach 3 Monaten im Gebrauch muss ich sagen... alles super, so wie man es eben gewohnt ist von Apple.Hatte vorher nur Samsung Handys und nun das i phone.  Beste Entscheidung die ich treffen konnte.Kann jeden beruhigen der Bedenken hat beim umsteigen von android auf iOSSuper Anbieter  schnelle Lieferung"
iPhone XS,64GB,Gold,Taimoor Aslam,5,Loved It,2019-03-26,"Finally, my first ever iPhone. I always wished to have one but the crazy prices of these iPhones never justified to get one. This year I couldn't refrain myself because this gorgeous, bloody, future proof iPhone XS forced me to spend this hefty amount at last. Its a luxury device with unmatched performance and I'm sure I'd never switch back. It's way much pricy, to be honest, I'll never recommend buying unless you're a die heart fan of this beast(like me) but I promise you'll never regret your purchase(aside from money)."
iPhone XS,64GB,Space Grau,js,5,Das beste iPhone - JA! (zumindest bis zum Nächsten),2018-12-22,"Es gibt nun schon unzählige Erfahrungsberichte und Tests, trotzdem möchte ich zwei Punkte ansprechen.Einige Zeit hat mich der fehlende Home-Button und Face-ID vom Kauf abgehalten.Nach nur wenigen Tagen vermisse ich den Home-Button definitiv nicht.Die Bedienung des iPhone gelingt auch ohne so einfach und geschmeidig, wie man es von Apple gewohnt ist.Face-ID arbeitet so schnell und präzise, dass man sich sofort fragt wie man es nur solange mit dem Fingerabdrucksensor aushalten konnte."
iPhone XS,64GB,Space Grau,Robin Kurka,4,Tolles Handy,2019-06-06,"Was soll ich sagen, IPhone halt!Ein tolles Handy vor allem für mich als Hobbyfotograf. Sehr schnelles Handy was eine super Optik hat und sehr schön in der Hand liegt.Die Lieferung war sehr schnell.Nur der Preis... der Apfel hat halt seinen Preis :)"
iPhone XS,256GB,Space Grau,Torsten,3,"solide, aber zu teuer",2019-01-14,ein solides geraet mit sehr guter kamera. fuer den preis jedoch zu wenig besonderheiten und teilweise schlechter empfangsleistung. der unterschied zum iphone x ist nur marginal bzw. beinahe garnicht spürbar.
iPhone XS,256GB,Silber,lochi5,5,"Sehr gut,",2018-12-23,"einmal iPhone immer iPhone, geiles Teil,"
iPhone XS,64GB,Space Grau,Amazon Kunde,5,Sehr gutes Smartphone aber teuer....,2019-03-16,"Mein Windows Phone Lumia 950 war ""out of order"". Es wird mir fehlen.... Android kommt für mich nicht in Frage.Also Apple iPhone XS (64 GB) - Space Grau...  Excellente Fotos etc.."
iPhone XS,256GB,Silber,CaraBenNemsi,5,Kein Kopfhöreranschluss mehr...,2019-02-09,"Schon toll, aber eigentlich zu teuer. Richtig nervig finde ich, dass Apple auf immer mehr Anschlüsse verzichtet. Es gibt keinen Miniklinken-Kopfhörereingang mehr. Entweder man muss einen Adapter kaufen, oder Apple Zubehör..."
iPhone XS,256GB,Space Grau,M. Repplinger,5,Sehr gutes Smartphone,2019-05-10,+ Sehr gute Kamera und Möglichkeiten zur Bildbearbeitung+ Sehr gutes Display+ Sehr intuitive Bedienoberfläche+ Neues Feature FaceID funktioniert sehr gut und vereinfacht Bedienung
iPhone XS,64GB,Space Grau,Damir Prlic,5,Ok,2018-11-25,Ok
iPhone XS,256GB,Space Grau,Kunde,1,"Akkukapazität sinkt nach jedem Ladevorgang, gelbstichiges Display",2019-06-23,Seit einer Woche bin ich nun Besitzer des iPhone Xs. Leider bin ich überhaupt nicht überzeugt von dem was ich für mein Geld bekomme. Denn nach nahezu jedem Ladevorgang sinkt die Akkukapazität um 1 Prozent. Nach dem 5. Ladevorgang bin ich bereits bei nur noch 97 Prozent Maximalkapazität und die Laufzeit an sich überzeugt mich ebenfalls nicht. Auch das Display bereitet Probleme. Es hat einen extremen Gelbstich. Mit diesem Problem bringt mir das so tolle Super Retina Display überhaupt nichts
iPhone XS,256GB,Gold,Micha,5,Iphone XS,2019-03-07,"Apple - was sonst ! alles okay,  der Preis hat mich erst ein wenig zurückgehalten, aber - hast Du ein Iphone, haste nen IPhone"
iPhone XS,64GB,Space Grau,Marlene S.,3,Vibrationsfunktion funktioniert nicht.,2019-02-23,"Meine Umstellung war von einem Iphone SE zu diesem Modell - klar es sind Welten dazwischen. Super Fotos, moderne Features, etc. Leider stellt sich heraus das die Vibrationsfunktion nicht funktioniert und es nicht an einem Softwareproblem liegt."
iPhone XS,256GB,Space Grau,Chris Tunes,5,Bestes Smartphone,2018-12-31,Ich liebe es einfach. Mega schnell und Mega Qualität. Deshalb liebe ich iPhones.
iPhone XS,64GB,Space Grau,Alexander Holm,5,.,2018-11-04,Everything was perfect. I would definitely buy it again if I needed one.
iPhone XS,64GB,Space Grau,Corinna,5,Einwandfrei,2019-03-09,"Ich war auch etwas skeptisch da die Empfehlungen doch sehr unterschiedlich waren, von kann man nicht benutzen bis zu falsches Produkt. Mein iPhone kam einwandfrei bei mir an und ich konnte es auch Problem in Betrieb nehmen und benutzen. Daher bin ich vollkommen zufrieden."
iPhone XS,64GB,Silber,"Jürgen Heumann, Aachen",5,"Volle Zufriedenheit, danke!",2019-03-23,Es ist das 3. Apple-Produkt in unserer Familie! Das sagt eigentlich alles über unsere Wertschätzung gegenüber der Qualität der Produkte. Sogar einen Kauf in Dubai haben wir trotz einiger Verbilligung dort nicht wahrgenommen.
iPhone XS,256GB,Gold,Bernic,5,Apple,2019-02-08,Man kann telefonieren
iPhone XS,64GB,Silber,Jennifer ,4,Top Handy - aber doch überteuert,2019-05-19,"Das IPhone XS enttäuscht nicht, die Kamera ist super. Jedoch sind einige Funktionen die jetzt durch den weggefallenen HomeButton geändert wurden nicht optimal gelöst."
iPhone XS,64GB,Gold,Amazon Kunde,5,sehr gutes Handy,2019-03-10,"perfektes Handy.liegt schön in der Hand, hat eine sehr gute Kamera.die Gesichterkennung funktioniert sogar mit Sonnenbrille"
iPhone XS,64GB,Space Grau,R. Becker,5,Super IPhone,2019-06-10,"Denke hör gibt es nicht viel zu sagen, nur das man bei Szon 2 Jahre Garantie hat"
iPhone XS,64GB,Space Grau,Ionut P.,5,Good,2019-03-21,"Like the most of apple products, this one makes no exception for the quality.  The price is a bit too high. It works great and I started to get along with the new features, I had an iPhone 6S+ before.I still miss the fingerprint scanner/home button, but it is ok"
iPhone XS,256GB,Space Grau,J-P,4,Great - If you can afford it.,2019-02-17,Coming from an iPhone 6s I wasn’t disappointed which is pretty good indeed. It is outrageously overpriced.
iPhone XS,64GB,Gold,Tugce,5,Excellent,2019-01-19,Fast delivery great product
iPhone XS,64GB,Silber,Gcamoes,5,"The face recognition feature is great. However, some financial institutions make it hard to use Citi",2019-01-16,The product is very easy to set up when your previous phone is an iPhone. This iPhone comes with a great doble camera. The size is also an improvement as it is larger than the older models but not as large as the plus version.
iPhone XS,64GB,Gold,Daniel Lona,5,Just as expect,2019-04-12,Best picture ever
iPhone XS,256GB,Space Grau,Jojo,5,iPhone Xs,2019-03-14,Immer wieder.
iPhone XS,64GB,Space Grau,Nina T.,5,Ich liebe es!,2019-06-26,Man muss eigentlich nicht viel dazu sagen. Super verarbeitet. Bin sehr zufrieden.
iPhone XS,64GB,Silber,Fabian,4,Keine Revolution aber Solide,2018-12-24,Wie beschrieben ... Solide Leistung aus Kalifornien ohne neue Maßstäbe zu setzen
iPhone XS,256GB,Space Grau,Amazon Kunde,5,Perfekt.,2018-12-03,Wie erwartet.
iPhone XS,64GB,Gold,Sauli A.J.,5,Excellent smartphone,2019-04-11,"I like everything in this phone. It is little pricy, but quality costs, and quality can be felt once you start using iPhone Xs."
iPhone XS,64GB,Gold,Seidou Foussam Njoya,5,Schöner randloser Display,2019-06-10,Schönes Gerät und schnell
iPhone XS,64GB,Silber,Shahrzad Monshet,5,it takes time to charge the battery,2019-03-28,"it's a bit heavy rather than other products available from other brands, the quality of the speakers, photo, etc.. is really good"
iPhone XS,64GB,Gold,Michael Rattensperger,5,Tip Top bis auf den Preis,2019-06-11,s.o.
iPhone XS,64GB,Space Grau,Stefan Kaiser,5,Top,2019-01-16,Es existiert kein besseres Smartphone derzeit
iPhone XS,256GB,Space Grau,GeorgKraus,5,Top,2019-03-11,Schnell
iPhone XS,256GB,Space Grau,Luan Ajrula,5,Das Produkt lohnt sich,2019-04-28,Das Produkt gefällt mir von alles es ist einfach nur perfekt nur am Preis könnte man was ändern
iPhone XS,64GB,Silber,Guilherme Lopes M Filho,5,No words needed.,2019-04-06,No words needed.
iPhone XS,256GB,Space Grau,"Lister, Lea",4,Apple iPhone XS (256 GB) - Space Grau,2019-04-22,"Iphone funktioniert einwandfrei, Lieferung unproblematisch"
iPhone XS,512GB,Space Grau,HeiGo,4,Super Produkt,2019-03-10,Sendung und Produkt sehr gut
iPhone XS,64GB,Space Grau,Andrew,5,Works perfectly,2019-06-01,"Arrived quickly, easy to setup and had no problems"
iPhone XS,64GB,Space Grau,Paolo Debus,5,Super Handy,2019-05-01,Liegt gut in der Hand.
iPhone XS,256GB,Space Grau,ferzool,3,So so,2019-04-27,So groß und es hat einige Probleme
iPhone XS,64GB,Silber,Aore,5,Sehr gut,2019-03-02,Passt alles
iPhone XS,256GB,Space Grau,Philipp P.,5,Läuft.,2019-02-04,Alles 1A.
iPhone XS,64GB,Silber,T.P.,5,Alles Top,2019-02-21,Alles Top
iPhone XS,64GB,Space Grau,Frederik Bazyli,5,iPhone top,2019-05-27,Sehr gut
iPhone XS,64GB,Gold,Christian77,5,iPhone XS,2019-05-22,Passt
iPhone XS,64GB,Gold,Amazon Kunde,4,Kein Kopfhöreradapter dabei!,2018-10-27,die Performance ist wie immer bei Apple der Hammer und auch die Kamera und das Display sind super.Leider ist aber kein Kopfhörer Adapter dabei. Ich finde das ist eine Frechheit für ein Handy das über 1000€ kostet.
