phone_name	size	color	username	star	title	date	review
iPhone XS	64GB	Silver	N. Sims	3	Lightning port earphone dock STILL huge design flaw...	2018-10-13	"O.K. folks, I love the camera on my new Xs, it is way better than my 6 or my SE. The screen res. and size are great as well. However... Apple has put its heels down on the not reinstating a 3.5 port for ear buds/phones and that, for me, is a really big problem.  We are all reduced to using wireless phones or buds with all their inherent battery usage problems, OR, ear buds made expressly for lightning port connection - with their terrible flimsiness and proclivity to bend  or break.  This may be redundant or not important to many - but I hope that this review may give those pause who find this an important issue, and perhaps ever so slightly cajole Apple to reconsider either re-adding the 3.5 port, or making their lightning cable connection more robust. I have gone through 2 pairs of lightning port  ear buds, and 2 apple lightning to 3.5 adapters. Very frustrating.  Makes the Samsung Galaxy9 (with it's 3.5 headphone jack) really appealing."
iPhone XS	64GB	Space Gray	Reynolds	3	Great phone but it WILL break.	2019-03-21	My first Apple product. Lots of neat features in handling like face recognition and password/login applicability.Very cumbersome with many artificial limitations doing email attachments through the mail application and even through the gmail app.Casing is HORRENDOUS. Looks cool for 4 days but is so slick and slippery that both cases on my phone and my wife’s phone shattered within 5 days. It will slide off your bed/counter/desk/out of your pocket/everything. Apple chose to make the case out of cheap glass. You will live in a state of anxiety given that the included cord is too short for practical use and is still heavy enough to pull the phone off its surface and to the floor several times a day regardless of the precautions you take.
iPhone XS	64GB	Space Gray	Amazon Customer	1	Cant wait to go back to android!	2019-05-31	"I just got my first iPhone ever, and Ive had it for over a month...and its TERRIBLE!-phone volume controls all sound, including alarms, ringtones, media and any bluetooth device youre connected to. horrible setup. especially if you want the Alarm you have set to wake you up, but dont want phone calls or messages to bother you. and for the bluetooth this is really frustrating because you cant use the full volume range of the speaker without distortion of the sound, because you cant balance the input volume to the speaker with the playback volume.-touch response is terrible. about half the time I try scrolling up, the phone scrolls left to the previous page or screen. rather frustrating, and just plain annoying-battery life okay, but not great, especially if youre actually using the phone, it dies fast-camera takes amazing photos, AS LONG AS YOU ARE VIEWING THEM ON AN APPLE SCREEN, as soon as you display them on anything else, its just another photo from a phone camera- no expandable storage? oh thats right, so they can sell me cloud storage thats so clearly easy to hack...no thanks- lots of other pointless and not intuitive operation methods, like, to edit an alarm, you have to select edit, then the alarm, and to edit another, you gotta go back up and hit edit again....why design this way? zero user fluidity...ALSO, wanna click on the notification to open it? nah, you gotta slide to right to open and left for other operations, or slide it up for a faster go away response, which is the same as swipe left option, so again redundant, non-fluid operation that could easily be designed another way.My first iPhone will be my last. I gave it some time, but this entire setup and function design is really far from intuitive or fluid. I finally truly realize why everyone I know in program engineering or computer science has an Android.I know theyre popular, but like...The united states is literally known in part for its poor education and stupidity...no wonder this country loves this phone!!!"
iPhone XS	64GB	Gold	K. Pomp	2	Where’s the home button??	2019-03-31	"This is the fourth iPhone I have had and by far the worst. This is the first time I have purchased a new iPhone and not been happy with the changes/improvements they made.  Them getting rid of the home button is a monumental mistake, that’s what really set iPhone apart before. Phone has good battery life and I like the camera features but would’ve been happy just to keep my iPhone 7."
iPhone XS	64GB	Space Gray	borja	1	Viene Bloqueado y con una compañia de prepago de eeuu.	2019-03-25	Trae que esta totalmente desbloqueado pero no es asi.
iPhone XS Max	64GB	Space Gray	"Trapeyas, Cristian"	1	Desbloqueo	2019-02-07	Le coloqué el sim de mi teléfono de argentina y dice que no corresponde; no era desbloqueado??
iPhone XS Max	64GB	Silver	Kiara Gonzales	1	Bad experience - LOCKED PHONE	2019-03-01	"I bought it because it said totally unlocked, but When i recieved it, was  blocked but simple mobile so I returned it.They should fix the description in spanish it doesnt match with the one in english"
iPhone XS Max	64GB	Gold	Erick Endara	1	NO ES DESBLOQUEADO	2019-03-19	"Yo adquirí hace 2 días este teléfono, me confié ya que indican que es totalmente desbloqueado a nivel mundial y al llegar a ECUADOR e insertar mi tarjeta sim me sale que es invalido...Creo que no debería amazon permitir que vendedores engañen al cliente."
iPhone XS Max	64GB	Gold	Lesnin	5	Great deal	2018-10-17	"Great phone, working very well, unlocked and sealed just as described. Very happy with my purchase."
iPhone XS Max	64GB	Silver	Sofia	1	Publicidad engañosa	2019-03-08	"No me agrado, no esta totalmente desbloqueado"
iPhone XS Max	64GB	Gold	Victor Hugo Moncayo Tello	1	Bloqueado	2019-02-15	El teléfono esta bloqueado para la operadora SimpleMobile
iPhone XS Max	64GB	Gold	Amazon Customer	1	Venta engañosa	2019-03-25	El proveedor dice que el iPhone está totalmente desbloqueado y esto es mentira. Lo compré para Colombia y no lo he podido utilizar porque está bloqueado. He pagado dinero para que lo desbloqueen y lo he perdido porque me dicen que es imposible hacerlo.
iPhone XS Max	64GB	Space Gray	Xhesi Berdica	5	The seller is kind and has a good communication	2018-10-31	Everything ok!
iPhone XS Max	64GB	Gold	Jairo Andrés Becerra	1	telefono bloqueado	2019-02-16	le coloco una sim en colombia y dice que no corresponde.el telefono debe de estar desbloqueado.que solucion me das?I put a sim in Colombia and says it does not apply.the phone must be unlocked.What solution do you give me?
iPhone XS Max	64GB	Space Gray	virgilio	1	Me llego bloqueado	2019-04-19	hola tengo un problema el iphone me llego bloqueado y en los comentarios decia que el iphone estaba liberado mundialmente asi que queria ver si el vendedor me podria ayudar a solucionar mi problema
iPhone XS Max	64GB	Silver	Manuel H. Rivera	1	"Publicidad engañosa y maliciosamente, porque Amazon lo permite"	2019-04-17	El teléfono está bloqueado con una empresa denominada simple Mobile y no se puede desbloquear aunque lo intentes
iPhone XS Max	64GB	Silver	Emran	1	Making fool to buyers	2019-05-07	itss locked the phone. even after paying the full amount. why making a fool and playing with work lock to simple prepaid..... making other people fool by using a simple general word so people will pay full.
iPhone XS Max	64GB	Gold	Erick24dz	1	Tramposo !!!!!!!!!!	2019-06-13	"Y cuando me lo vas a desbloquear ? Yo compre este celular porque decían desbloqueado , y nesecito el código tengo 2 meses ya esperando y aún no me resuelves nada ?"
iPhone XS Max	64GB	Space Gray	Marín	1	Not good	2019-05-25	Didn’t get what I pay for...
iPhone XS Max	64GB	Space Gray	PachecoHoracio	1	CUIDADO!!!	2019-06-26	"No comprar, no es desbloqueado, esta en SimpleMobile. A dias de comprarlo, lo reportaron como robado y no lo puedo utilizar mas. Tengan cuidado y no cometan el mismo error."
iPhone XS Max	64GB	Gold	Amazon Customer	1	Engaño!!!	2019-04-06	"El aticulo Iphone XS Max Dice estar completamente desbloqueado, es totalmente falso ya que he recibido bloqueado para SIMPLEMOBILE."
iPhone XS Max	64GB	Space Gray	Jonathan Garcia	1	Mala descripción del producto	2019-04-03	No está liberado
iPhone XS Max	64GB	Silver	JESUS FERNANDES	2	INFORMACIÓN ERRADA	2019-03-29	El celular dice que se vende totalmente desbloqueado pero no es así... lo compre y lo traje a Venezuela y no lo puedo usar porque no toma la señal de mi línea con telefónica acá...
iPhone XS Max	64GB	Gold	Catelyn	1	No está desbloqueado	2019-05-08	No viene desbloqueado
iPhone XS Max	64GB	Gold	Noah	5	Good buy	2018-12-10	Love the phone
iPhone XS Max	64GB	Gold	Roy Smith	4	It’s a very nice phone	2019-06-15	The battery should last a bit longer
iPhone XS Max	64GB	Gold	GONG RUIHONG	5	Good	2019-03-28	Good
iPhone XS Max	64GB	Gold	Amazon Customer	5	For the salty Samsung fan boys	2018-10-27	Best phone ever only salty Samsung fan boys will say other wise 🤷🏽‍♀️💕
iPhone XS Max	64GB	Silver	Julián freire	1	Terrible your service	2019-03-04	Respect to send a disaster buy it on Saturday and had to get today but I never what sent i'm not from US and already back my country tomorrow what unfortunate than serious shipments and change date I think disrespectfulRespecto al envío un desastre lo compre el sábado y debía llegar hoy pero nunca me lo enviaron yo no soy de EEUU y ya regreso a mi país el día de mañana qué lamentable que NO sean serios con los envíos y cambien de fecha me parece una falta de respeto
iPhone XS Max	64GB	Silver	JW	1	Data reception sucks on Intel iPhone models like the Xs	2019-06-02	"Bought my XS from Apple direct and love mostly how it operates, but there’s one main thing that sucks, the data reception reliability, sometimes it’ll refuse to work even in places where I usually get good reception like 70/80 download speeds, I assume this is because Apple decided to go in fight with Qualcomm and have inferior Intel modems"
iPhone XS Max	64GB	Gold	Mark E Goodell	5	Stooges6	2019-01-16	"My first IPhone,  so far we love them.  Great buy"
iPhone XS Max	64GB	Gold	Isabelle Anne shoemaker torres	4	Why cant i have one	2019-05-07	I just want one i have not bought one yet
iPhone XS Max	64GB	Gold	Interiano	1	Muy caro	2019-05-24	Poca tecnología y mucho dinero
iPhone XS Max	64GB	Silver	Catherine P. Hallman	1	the phone was trash	2019-06-20	it was broken and it didn't work when I took it to the apple store they couldn't fix it
iPhone XS Max	64GB	Silver	Dianna Lundquist	4	Error	2019-06-15	I think it’s fine- Danny duncan
iPhone XS Max	64GB	Silver	Michael Franco	1	No está desbloqueado	2019-03-19	El teléfono decía que estaba desbloqueado. Cuando lo recibí lo probé y no fue asi
iPhone XS Max	64GB	Gold	GUSTAVO G.	1	👎	2019-05-28	La descripción estaba mal. No está desbloqueado.
iPhone XS Max	64GB	Silver	Ohrwurm	1	Too heavy - too bulky - not modern	2019-01-26	"I had an iPhone 6 Plus. Which was the big one. So I got the iPhone XS MAX on purpose. I wanted the big one (because I use it a lot for mobile film making & photography). I expected to be extremely happy with my new phone. The camera(s) are supposed to be very good. Now the report: The camera(s) are indeed great. BUT: The microphones on this model are abysmal. Very bad. It is a real issue, frequently discussed in on-line forums. Only I did not learn about it until after the purchase. Voices sounds muffled and unnatural, both receiving and accepting calls. But not all the time. The second severe downside is the weight of the iPhone XS MAX. It is 1.2 oz heavier than the old Plus 6. A BIG minus, though it seems small. It is also thicker. Very clunky and unhandy. It feels truly old-fashioned in one's hands. Not sleek. There is no joy in actually handling this baby. A very, very misguided and unattractive design for end-users.  I am returning the iPhone XS MAX. No wonder, Apple had to lower the price for the XS series in China. They have much more modern phones there. PS.: I am an Apple fan. I have all devices Apple. But this is a serious dud."
iPhone XR	64GB	Red	Amazon Customer	1	Save yourself the headache I’m v	2018-12-10	"Do not buy! I’ve been an active frequent user of amazon prime. I’m very  disappointed the phone does not work. It’s been charging for hours no, light no nothing. I’m not sure if it has to sit an charge a whole day. Ima let it do that, & if nothing else works back it goes!!!! What a waste of money!!!! Don’t buy if you don’t wanna lose any money"
iPhone XR	64GB	Red	Leslie j Sohl	3	Look carefully because I did not. Phone was beautiful just couldn’t use.	2019-03-22	Didn’t readily see you can only use a certain carrier. I returned it
iPhone XR	64GB	Red	Dcoriea	5	ilove it	2019-04-28	very pretty good phone love it
iPhone XR	64GB	Red	dennis	1	Very disappointed	2019-04-08	Defective it doesn't take charge at all I was using the phone and then a black screen accrued very disappointed it's only a week I had the phone  didn't even make two weeks
iPhone XR	64GB	Black	Victor Razon	4	Great overall phone for the price	2019-04-22	"Hello, my name is Victor and I am a student. I have been using Apple products for five years. I saw this product on multiple commercials and after doing my own research on it I decided to buy it. Some of the best features of this product are its long battery life, user-friendly interface, and low price. The iPhone Xr has the longest battery life out of all the iPhones in its generation and it lasts me the whole day without any problems. Its user interface is also very easy to navigate which makes things very convenient. The best part about this phone is its price starting at $750, compared to other iPhones that cost $1000 and above. There are some negatives to this phone, however. The camera, screen resolution and it is not durable without a case. The camera on this phone is subpar compared to other iPhones in this generation which is to be expected at its given price point. The screen is also subpar to the other iPhones as it can only go up to 1080p resolution compared to 4k. The glass on the back of the phone leaves much to be desired as it can easily shatter without protection from a case. Overall, this phone does have its drawbacks, but it is still a great buy."
iPhone XR	64GB	Red	vitina Curb	5	I love the new Iphone XR max	2019-01-14	i just love it
iPhone XR	64GB	Black	og1	5	Locked to simple mobile tracfone	2019-05-20	What can I say apple came thru it’s is locked to simple mobile so if you are a simple mobile or tracfone user it’s going to work just fine !!
iPhone XR	64GB	Red	julissa	5	best	2018-12-11	I like how it looks.
iPhone XR	64GB	Red	AHMED	1	Do Not Buy It!!	2019-06-11	This phone is locked phone. I thought it was unlocked. It requires to have simple mobile plan for 1 year to make it unlocked -_-
iPhone XR	64GB	Black	Amazon Customer	5	Excellent iPhone	2019-06-07	The size and fastness
iPhone XR	64GB	Red	Matthew P	1	Not a quality product	2019-03-12	Phone is cheaply made and too big. Last apple I buy.
iPhone XR	64GB	Black	Sabrina Alli	1	IT WAS HORRIBLE	2019-05-07	"I bought it, and all I got was a piece of paper with a picture of it. EXPLAIN THAT AMAZON!"
iPhone XR	64GB	Red	Greg Jeffrey	5	Order now!!!!	2019-06-02	Go get your iPhone now is have the best quality and data 👌
iPhone XR	64GB	Red	Abdullah Jallow	5	That you are a really good seller	2019-05-14	Honestly imlike everything about this phone
iPhone XR	64GB	Red	Amazon Customer	5	Worth the switch from android.	2018-12-13	I love it. Great phone. I’ve been away from iPhones since the 3GS so ya long time. I’m back and glad. It’s well designed and built. Works wonderfully. The guy who gave it one star that’s not fair you had a faulty device can’t blame the whole product. Be real. Maybe five stars is much but I have no complaints about the phone. My complaints or with iOS so can’t blame the device. Sleek look. Smooth function. Light and big exactly what I like.
iPhone XR	64GB	Red	Voxman	1	prepaid but locked to T-mobile?	2018-12-15	"So at first glance I thought, great deal....750 for a XR. But I didn't read the fine print, its locked to one provider. Probably the stupidest idea, and might be illegal. So I returned it and bought a XR at my local Cellphone store. Buy it if you are a T-mobile customer....forever.."
iPhone XR	64GB	Red	Amazon Customer	5	The iphone is really great and I love it	2019-02-27	The excellent experience of iphone brings me great happiness. It is the good nerve of life to record every day
iPhone XR	64GB	Red	H. Young	5	Upgraded from Iphone 6 to the XR and very happy!	2019-05-31	"I don't quite understand all the negative reviews.  I'm loving everything about this phone.  Face recognition works every time and I can't find any feature that doesn't work flawlessly.  No more fingerprint ID, I just have to look at it and only takes a split second.  6.1 display vs the 4.7 I had with my old phone.  I'm getting used to the new navigation methods, but once I learned them I think they are great and much faster.  No more home button, but who needs it!  I have researched the new features and if you do too, you will learn to love it."
iPhone XR	64GB	Red	Joan	5	Superior Performance and Value	2019-06-12	"I have been with my Carrier for >than 20years now, so it was natural for me to go to them to buy my new phone, the XR, 64 GB. Except for buying the phone directly from Apple (Different considerations at Apple, though at first glance, price seems lower than buying phone elsewhere), I choose to forgo the Apple deal for many reasons including: I prefer to keep my new device for as many years as possible v only one year that Apple encourages; I have an established relationship with my regular carrier, including established credit.I do not understand this phone only working with one carrier. That must be connected to being an Amazon purchase. To my knowledge you may purchase any of the XR phones/any color from multiple carriers. It is just that I am a frequent Amazon customer and so I thought I would focus on reviewing the actual product, even though I purchased it elsewhere.I am also astounded by the mixed, overly negative reviews of the XR on this sit!e! If you read outside reviewers, including one in Forbes, you will see just how highly this phone is recommended, especially for the price. Search for multiple professional reviews elsewhere, do no take my word for it.I am physically disabled and no longer drive. So I purchased this phone online and subsequently via a phone call. I looked at the reviews at my carrier’s website before picking it. The fact that EVERY single review on their site was 5-stars helped me make my decision. That, plus the “RELATIVELY lower” price of $749 v $1095 for the X was also a huge factor influencing my decision. As for the 64 GB, that is what I use on my iPhone 6 and iPad Mini 4. It works for me. Importantly, I got a great deal on my phone, the advertised $100, plus another $100 that I negotiated myself. My net cost was $549, plus tax.  Shipping  of the xr & the return of the 6 was free (and prompt) both ways.From my decision making process, I want to review the actual phone! This will be short because the xr is as advertised. The battery life, which is the best of ALL iPhones-which I read online from independent reviewers-is consistent with my personal experience with the xr. Having had iPhones forever, I am blown away by how long the xr’s charge lasts—that is, only 1/3-1/2 of the battery is used over 24-36 hours.As for negative considerations, I have identified two minor ones: In settings, where you set how long you want to keep the phone on before it automatically turns off, your only choices are 1-5 minutes. I prefer the 15 minutes on the iPhone 6; I also prefer the Sounds of the iPhone 6-for example, when my alarm rings, it sounds a bit thin or “tinny,” lacking some resonance. I suspect I’ll adjust to resonance issue over time. I have only had the phone for a couple of weeks.There are my own thoughts and observations. Overall, I highly recommend the iPhone XR. Additionally, the xr is a fantastic  value  when compared to other iPhones."
iPhone X	64GB	Silver	Kevin Derenard	1	Not worth it	2018-12-04	When got it it was broken and did not work very didupinted
iPhone X	64GB	Silver	Anandkumar Patel	5	Great	2019-01-20	Works great 👍
iPhone X	64GB	Silver	Michele Nelson-Baker	4	It works just fine not much differjuget s new phone as battery wouldn’t stay charged	2019-02-17	Not any different than my 7 that I can tell
iPhone X	64GB	Silver	Dawei Feng	1	DO NOT BUY IPHONE X	2019-03-20	"Do not buy iPhone x.  I bought it back on November 2017 and now, it stop working.  Let me put it this way, when Steve jobs running the company, the products were much better.  Very, very disappoint about apple.  I would give 0 star if I can."
iPhone X	64GB	Silver	Saba Rizvi	1	Overpriced	2019-03-28	Overpriced
iPhone X	64GB	Silver	Pamelita	4	GREAT	2019-05-09	I have always had andriod and recently changed to iPhone. I couldnt be happier. I got my phone for an affordable price and its incredible the difference it makes when you switch.. Highly recommend any android users to switch asap.
iPhone 8	64GB	Silver	JB	5	Hi	2018-12-25	Cool
iPhone 8	64GB	Silver	Leon Cambridge	1	A freaking Scam	2019-05-22	it's literary the same as the other old iphones
iPhone 8	64GB	Silver	Bruce E Blue	1	rETURN pHONE	2019-01-09	i ORDERED TWO PHONES. I NEED TO RETURN PHONEBruce bLUE
iPhone 7	32GB	Gold	Kahlos Mahn	1	One Star	2017-10-07	My iPhone was locked to Straight Talk and had a financed balance!
iPhone 7	32GB	Gold	Danny	1	SCAM!!	2018-12-26	Phone is locked.  I just wanted the phone.  Not happy!
iPhone 7	32GB	Black	Ken Malone	1	Not a good option	2018-08-10	No SIM card was included. Finally got a SIM from carrier and the phone has to be power cycled numerous times to even make a call. Should have just went to carrier for the phone.
iPhone 7	32GB	Gold	Delores Morrison	1	Don't buy it!	2019-01-06	The phone came with T-Mobile chip and blocked by its carrier. Behind a hard time convincing them to renove some stupid code. May have to return it.  Very frustrated!
iPhone 7	32GB	Black	cass	5	Good buy!	2019-01-24	Ordered for my in law. It was carrier locked to simple mobile but that’s what I was looking for anyways since we activated it with them. It came in it’s original Apple packaging with the shrink wrap and the SIM card attached to it. It works fine no problems
iPhone 7	32GB	Black	Amazon Customer	1	Disappointed	2019-01-05	This product is not compatible with my telephone carrier.  Very inconvenient..
iPhone 7	32GB	Black	Amazon Customer	5	Great phone	2019-01-26	Loved it brand new phone fast shipping same day delivery
iPhone 7	32GB	Black	Frank Faison II	5	Great deal!	2018-07-19	"Thank you, I love the phone and it works very well. 👍👍"
iPhone 7	32GB	Black	Amazon Customer	5	I like this phone	2018-07-26	Perfect item
iPhone 7	32GB	Black	Mulugeta	5	I didn't use it	2019-02-01	It isn't abel For T Mobile network that Is What i don't liked…but i love the product and fast delivery too
iPhone 7	32GB	Black	saad.malik20	4	other then that its fine.	2018-05-08	"some time touch stop working, other then that its fine."
iPhone 7	32GB	Black	Azucena	1	"No me gustó,no lo volvería a comparar"	2019-05-13	"Yo lo compré para regalo,y no se pudo activar,está bloqueado,no lo pueden desbloquear,según su proveedor,tienes que tener un año,de tenerlo activo para que seas legible a desbloqueo, como quién lo compro no duró el tiempo no lo pueden desbloquear."
iPhone 7	32GB	Black	Wendolyn Simon	5	Works great	2018-12-31	The phone was perfect only thing the SIM card was bad overall my son love his phone
iPhone 7	32GB	Gold	Steve0	5	Love apple products.	2019-04-02	Upgraded my iPhone se with the iPhone seven just amazed at performance and aces ability.  Love the phone and don’t need to upgrade for a while!!
iPhone 7	32GB	Black	Carlos pirela	3	Tlf en exelente estado	2019-02-13	Les doy 3 estrellas porq Dice tener 128gb pero es mentira el tlf solo tiene 32 gb. Tiene que acomodar eso
iPhone 7	32GB	Black	Geno	5	Great buy	2019-02-08	Bought it for my son and he loves it
iPhone 7	32GB	Black	Osiris B.	5	Phone can be used with all tracfobe companies.	2018-12-24	"Love this iphone 7, came as described and in perfect condition.. very happy"
iPhone 7	32GB	Black	Erick	2	Desbloquear Telefono	2019-02-15	Teléfono bloqueado . Operador US Tracfone. Favor desbloquear telefono
iPhone 7	32GB	Black	iphone7sux	1	dont buy it	2019-04-24	got a defect product. Stopped working after a month.
iPhone 7	32GB	Black	xiongcheng	5	perfect	2019-02-07	Perfect product
iPhone 7	32GB	Black	Angela	4	iPhone 7	2019-02-25	Nice phone
iPhone 7	32GB	Black	Shiva	3	If it is 100 $ cheaper than its price then it’s great. Apple warranty is only up to 10th Feb	2017-12-09	It is locked to Sprint and has Little scratches on lower left and upper left corner. If it is 100 $ cheaper than its price then it’s great.Apple warranty is only up to 10th Feb.2017 but it was claimed for up to April 2017.
iPhone 7	32GB	Gold	JLP	1	Apple is killing their devices with the software updates	2018-11-26	"Don’t buy this phone, I received an apple IOPdate and my phone stopped working!  I’m at e apple store where they acknowledged thee issue is becoming very common!  Disaster"
iPhone 7	32GB	Black	Myra	5	Cool	2019-03-31	Good
iPhone 7	32GB	Black	caleb	1	Don’t recommend buying locked phones	2019-01-07	The phone was received locked but simple moble says it is not in their system so they cannot unlock it
iPhone 7	32GB	Black	paul a.	5	Battery	2018-12-31	"Dude, this fhone is godly. It hasn't died this whole year. Do yourself a favor and get this right now."
