phone_name	size	color	username	star	title	date	review
iPhone XS	64GB	Argento	Aurora	4	Unica pecca imballaggio	2019-06-26	"Do 4 stelle esclusivamente per l'imballaggio, a mio avviso, non adeguato. Il terminale è fantastico, come ogni prodotto Apple ed esteticamente si presenta benissimo; la fotocamera genera scatti paragonabili ad una macchina fotografica; la durata della batteria è pressoché buona ma, con un intenso utilizzo, difficilmente si arriva a sera. Per quanto riguarda la spedizione è stata precisissima; unica pecca l'imballaggio che non era adeguatissimo poiché non c'erano i cuscinetti d'aria ammortizzanti e, dato l'elevato costo del dispositivo, sarebbe stato opportuno inserirli."
iPhone XS	256GB	Argento	Andrea & Giovanna	5	Tutta un altro mondo	2019-01-20	È vero che costa tanto iPhone XS  ma è tutto un altro mondo.  Prodotto perfetto arrivato nel suo scatolo originale avvolto nella sua pellicola
iPhone XS	64GB	Oro	Giulio Villano	5	Ottimo cell	2019-04-23	"Ottimo il cell, ottimo il personale dell’azienda a recuperare le pecche aziendali.... consiglio l’acquisto da questa società, dato che mi hanno dato, pian piano,  tutto quello di cui avevo bisogno"
iPhone XS	256GB	Argento	Marco	5	Articolo ottimo!	2018-12-30	Articolo ottimo se paragonato al prezzo confrontandolo ai suoi fratelli maggiori (XS e XS Max).
iPhone XS	256GB	Grigio Siderale	Marco Semprini	5	Iphone X	2019-01-13	"Dopo una settimana di utilizzo, non potrei fare a meno di alcune comodissime funzioni (riconoscimento facciale, assenza del pulsante centrale), rispetto al 7 davvero un altro telefono"
iPhone XS	256GB	Oro	Filippo	5	Prodotto arrivato in anticipo e confermo sia originale	2018-12-13	"Ottimo prodotto effettivo Apple , no colline. Spedizione in anticipo e ben impacchettato!"
iPhone XS	64GB	Oro	antonella patteri	5	Io amo l’iphone	2019-02-15	Per la qualità prezzo penso che comunque sia a prescindere un prezzo troppo alto. Ma non è colpa di Amazon: per il resto è bellissimo e mi trovo da dio.
iPhone XS	64GB	Argento	Fernando	5	Non c’è lo scontrino nella confezione	2018-12-01	Perfetto tutto non trovo lo scontrino
iPhone XS	256GB	Argento	D	5	Acquisto perfetto!	2018-12-20	"Prodotto ottimo, veloce, capiente ed esteticamente molto bello. Ricevuto da Amazon in meno di 24 ore in periodo natalizio. Servizio davvero super!!!"
iPhone XS	64GB	Argento	cliente amazon9	5	Favoloso	2019-07-02	Prodotto molto affascinante nel complesso ben costruito . Preso scontato e arrivato in tempi brevi
iPhone XS	256GB	Oro	Lorenzo	5	Molto bene...	2018-11-30	Spedizione eccellente. Prodotto oltre le mie aspettative
iPhone XS	64GB	Oro	EC	5	Ottimo prodotto	2019-05-03	"Apple può ancora migliorarsi, ma il prodotto in questione è perfettamente conforme alle aspettative. Soddisfatto"
iPhone XS	64GB	Argento	LIDIA	5	Apple sempre una garanzia	2019-03-30	"Apple è sempre una garanzia.Il prezzo si sa è sempre elevato, ma il prodotto è ottimo"
iPhone XS	64GB	Oro	EmilioT	5	Tutto perfetto	2018-11-28	"Ordinato in sconto per il black friday è arrivato oggi, tutto perfetto!Telefono stupendo!"
iPhone XS	256GB	Oro	Ahmed Lazzem	5	Acquisto I Phone X	2019-01-01	Conforme alle aspettative.
iPhone XS	256GB	Grigio Siderale	Cliente Amazon	4	iPhone XS	2019-06-11	Tutto bene
iPhone XS	256GB	Argento	Franco Bertoli	5	iPhone Xs	2019-06-19	Prezzo ottimo
iPhone XS	256GB	Argento	Marta	5	Ottimo	2019-01-31	Arrivato nei tempi previsti perfettamente imballato
iPhone XS	64GB	Argento	Jennifer	5	Ottimo	2019-01-13	"Ottimo iPhone, comprato da regno digitale, consegna in anticipo rispetto al previsto"
iPhone XS	256GB	Argento	Filippo Galletti	5	Ottimo telefono	2018-11-17	"Ottimo telefono,schermo bellissimo,veloce,bello davvero.non amo molto il faceid ma è una considerazione personale,per il resto, ottimo"
iPhone XS	256GB	Grigio Siderale	Le Ali	5	Perfetto	2019-01-13	Tutto ok tranne qualche piccola difficoltà nella consegna...
iPhone XS	256GB	Grigio Siderale	Cliente Amazon	5	Esperienza perfetta	2019-05-03	"Ottimo,acquisto perfettoAvevo un po’ paura ad acquistarlo da internet,ma mi sono dovuto ricredere"
iPhone XS	64GB	Argento	Suriano Mariano	5	📱 ♥️	2019-05-10	Cosa dire? Perfetto
iPhone XS	64GB	Oro	Enrico Tronci	5	iPhone XS ok	2019-01-03	Prima volta che acquisto un articolo di valore e direi ottima esperienza: consegna e pagamento ok
iPhone XS	256GB	Oro	Cliente Amazon	5	Ottimo prodotto	2018-11-28	Perfetto. Ottima e consegnano anche prima della data stabilita
iPhone XS	256GB	Argento	ANGELO	5	Consigliato	2019-01-15	"Prodotto assolutamente conforme, spedizione celere e curata. Consigliatissimo"
iPhone XS	64GB	Argento	Antonietta	5	Lo consiglio	2019-06-30	Ottimo
iPhone XS	256GB	Grigio Siderale	Luca Stabile	5	Perfetto	2019-04-13	"Perfetto, arrivato in poco tempo. Prodotto impeccabile"
iPhone XS	64GB	Oro	PASQUALE	5	QUALITA'	2018-12-06	OTTIMO PRODOTTO
iPhone XS	64GB	Oro	Cliente Amazon	5	Iphone xs	2019-01-01	Funziona benissimo!!Ricevuto in meno di 24 ore!!!!
iPhone XS	64GB	Argento	Moro	5	Super	2019-04-01	Perfetto
iPhone XS	64GB	Argento	Diego	5	Apple sempre una garanzia	2019-04-07	Ottimo prodotto
iPhone XS	256GB	Grigio Siderale	Cliente Amazon	5	Ottimo prodotto	2019-01-08	Ottimo prodotto
iPhone XS	256GB	Grigio Siderale	Roberto	5	Ottimo!	2019-04-11	iPhone è sempre iPhone
iPhone XS	256GB	Grigio Siderale	Cliente Amazon	5	Perfetto	2018-12-06	Tutto come aspettative
iPhone XS	64GB	Argento	Luca Farina	5	fantastico	2019-03-14	Semplicemente spettacolare
iPhone XS	256GB	Argento	Fabiano Emanuele	5	iPhone XS	2019-06-28	Spedizione in un giorno
iPhone XS	256GB	Grigio Siderale	Erwin Cainelli	5	ipfone 10x	2019-04-03	prodotto ottimo apple
iPhone XS	256GB	Argento	Massimo Grinchi	5	Molto bello	2018-12-04	Tutto ok
iPhone XS	256GB	Argento	fabio mezzomo	5	Affidabile	2018-12-21	Prodotto ottimo
iPhone XS	256GB	Grigio Siderale	Fabio	5	Apple Iphone XS 256gb	2019-03-09	Perfetto
iPhone XS	256GB	Grigio Siderale	Andrea	5	Marchio di qualità	2018-10-24	Non servono tante righe per determinare la qualità del prodotto stesso. Dopo IPhone X non poteva mancare questo nuovo gioiello
iPhone XS	256GB	Argento	Guglielmo Novaglio	5	Apple sempre ma si intravedono i limiti...	2019-01-20	Sono sempre cliente Apple. Il modello che più mi aveva sorpreso era il 5S. Poi sono passato al 6S e anche lì devi dire il mio scetticismo era stato ampiamente smentito. Mi sono fermato e da poco regalato questo XS. Niente da dire in termini di qualità ma onestamente capisco perché le vendite degli iPhone comunicano ad accusare qualche crisi.Pro: la batteria. Tiro fino a sera senza dover più ricaricare. Ho dimenticato l’uso delle powerbank.Contro: Pesa!!! In confronto ad iPhone 6S e 6 S plus sembra piombato. A distanza di qualche mese devo dire che non mi sono abituato. Ogni volta che mi capita di riprendere il 6S da questo punto di vista è un rimpianto (non mi era capitato prima di non adattarmi).Per il resto all’assenza del tasto home ci si abitua molto rapidamente.Face ID carino ma niente di sconvolgente.Il resto è ottimizzato e migliorato senza che ci siamo sostanziali novità.Se continuano ad applicare queste price policy onestamente non mi pare proprio che io prezzo effettivamente eccessivo.Non mi avessero fatto un regalo mi sarei tenuto il 6S ancora per un po’ ‘ senza problemi.Certo ora se dovessi tornare indietro avrei qualche disagio.
iPhone XS	256GB	Argento	Nicola83	5	Ottimo smartphone	2019-01-04	"Ottimo prodotto, Apple riesce a mettere eleganza e prestazioni sempre unite in un prodotto a mio parere unico... ha un ottimo schermo molto luminoso che permette un ottima visione anche sotto il sole, la fotocamera offre molte possibilità e buone prestazioni e il telefono in generale risulta molto veloce come del resto Apple ci ha sempre abituati. Il prezzo è un po’ elevato ma del resto Apple ha sempre avuto prezzi alti e quest’ anno da la possibilità di acquistare prodotti anche a prezzi inferiori come iPhone XR che è un dispositivo altrettanto valido e prestazionale con una durata della batteria molto elevata. Prodotto che consiglio.!"
iPhone XS	64GB	Oro	AleM	3	L'aggiornamento S più leggero nella storia di iPhone	2018-12-12	"È un X con alcune migliorie (es. processore e fotocamera) ma senza reali novità, a differenza di 4S che aveva aggiunto Siri, 5s che aveva aggiunto Touch ID e 6s che aveva aggiunto il 3D Touch."
iPhone XS	256GB	Grigio Siderale	Alfred	5	Smartphone spettacolare	2018-12-17	"Un salto in avanti rispetto al già sbalorditivo X, fulmineo nella reattività, comparto fotografico eccellente, display luminoso e con una definizione perfetta dei colori. Un vero gioiello tecnologico. Costosissimo ma probabilmente il migliore al mondo."
iPhone XS	256GB	Grigio Siderale	Annaclara	5	molto egregio	2018-11-21	"acquistato per mio figlio antonio, ebbene si, sono uno di quei padri sottomessi. addio soldicmq perfetto"
iPhone XS	256GB	Grigio Siderale	Cliente Amazon	1	FA SCHIFOOOOOOOOO	2019-01-05	PENSO CHE AVETE CAPITO
iPhone XS	64GB	Oro	Francesco Marzocchi	5	Il migliore 2018/2019	2019-01-01	Il miglior telefono del 2018/2019
iPhone XS	64GB	Oro	Valentina	5	perfetto	2019-01-10	"L'iphone è arrivato in condizioni perfette, scatola originale e sigillata."
iPhone XS	256GB	Grigio Siderale	Fabiosky	5	Ottimo Artico e Servizio	2018-12-05	Ottimo!
iPhone XS	256GB	Grigio Siderale	Tommaso	1	Arrivato con segno e graffio	2018-11-25	L'iPhone è l'iPhone. C'è chi lo ama e chi lo odia. Io lo amo. Purtroppo però questo esemplare è arrivato con un segno + un graffio sul display (vedere foto).Non penso sia colpa del venditore perché il telefono era perfettamente imballato quindi forse è arrivato così.
iPhone XS	256GB	Grigio Siderale	Nicola I.	2	"Problemi modalità ""ritratto"" della fotocamera"	2019-03-27	"Acquistato ""Usato - Come nuovo - L'articolo è nella sua confezione originale, ma la confezione è danneggiata."", quando è arrivato il prodotto si presentava effettivamente come nuovo, senza il minimo graffio, software fluido e batteria integra.Premetto subito che il Face ID funzionava, peccato però che navigando nelle varie funzionalità ho constatato che la funzione Animoji non funzionava, eh vabbè potevo anche sorvolare poiché la trovo poco utile, MA il problema più grave è il malfunzionamento della modalità ""ritratto"" di iPhone, inizialmente con la fotocamera posteriore non ci avevo fatto caso, pensando fossi io a non aver impostato qualcosa ma appena sono passato alla fotocamera frontale ecco l'immagine diventare sfocata (come da immagine allegata alla recensione).Contatto subito l'assistenza Apple, la quale, a seguito di diagnosi, rileva un malfunzionamento nella fotocamera TrueDepth (quindi Animoji e modalità ""ritratto"").Restituirò quanto prima il dispositivo ad Amazon."
iPhone XS	256GB	Grigio Siderale	Roberto Wolfyfan	5	ottimo prodotto	2019-05-24	"Che dire, il cellulare è ottimo, se amate Apple. Veloce, batteria con durata super, schermo incredibile, foto belle.... non sottovalutate l'impermeabilità: il mio si è salvato, mi è caduto in acqua e non è successo nulla, un altro telefono sarebbe morto sul colpo"
iPhone XS	256GB	Oro	Jack	5	consigliato	2019-01-16	l'oggetto era un regalo e pertanto non posso parlare della efficacia dello stesso almeno per diretta esperienza.La persona a cui l'ho regalato è una patita dei iphone si è detta entusiasta....I tempi di consegna sono stati rispettati.
iPhone XS	256GB	Argento	Giovanni Consolati	5	Imbattibile	2018-11-29	Un missile. Rispetto ad iPhone 8 è di una velocità pazzesca. Ho sempre avuto iPhone e mi trovo davvero bene. Unico neo forse è la sistema di pagamento con riconoscimento facciale. Meno pratico dell'impronta digitale.
iPhone XS	256GB	Grigio Siderale	Cliente Amazon	5	Toooop	2018-12-07	"Ottimo venditore, il telefono è arrivato in pochissimo tempo, tutto perfetto.Una bella spesa di telefono, ma ne vale la pena dai ,si vive una volta sola, quindi perché non vivere al meglio 🤣🤣"
iPhone XS	64GB	Oro	Antonio	5	Una garanzia	2019-04-16	Che dire un prodotto apple è sempre un ottimo prodotto.Prezzo inferiore rispetto ad altri.Consegna precisa.
iPhone XS	256GB	Grigio Siderale	Michele	5	iPhone XS black da 256GB	2018-12-28	Telefono che funziona benissimo. Velocissimo a fare qualunque cosa. Il top.
