I should have bought it from Amazon and not from Orange ... this smartphone is overpriced for outdated technical specifications, so buy the 8 cheapest XR in comparison has no interest. the image quality is well behind that of the Xs and especially samsung and Huawei, Face ID is a calamity, 3 times out of 10 you have to do its code while it was so simple with the thumbprint and the central button . finished double click on the central button to see his apps open it is a complicated gesture that must be done 2 to 3 times and gives seasickness ... it is painful. When weight is the volume, it's a truck! very heavy and difficult to handle, only positive thing the battery holds the day (would miss more than that you say!). the "truck" escaped me from broken screen hands, the cost of repair announced by Apple store operated 329 € because of the famous Face ID. In short Apple is not what it was, I do not really like Google and its intrusive side but frankly it does not make sense to buy an XR. Rest a good OS and service, the best is to buy on amazon a 7 or 8 until applle recovers, unless ...	0
Deplorable	0
I was used to my SE and hoped for more visual comfort with the Xr. The screen is certainly much larger but too heavy to hold with one hand so ultimately not practical at all. I come back happy to my SE that works just as quickly.	0
The product is very good, it works perfectly and conforms to the expected characteristics of an iPhone X. However, when I ordered this phone, the description indicated that it was a new product (its price indicated it also), but at the reception I had some doubts and went to inquire directly in the Apple Store, where I was told that this product had already been used ... I then tried to contact the seller, but impossible to reach him ... for months I'm trying, no way to reach him.	0
Reconditioned product, at this price there may be required a new as announced in the description! And delivery made to a neighbor ...	0
The reception was well done, package well packed no problem in delivery but after a few days of use I start to notice something quite vicious. I did not notice the first few days but after being attentive to the details I realize that on the 3 outputs of sounds one does not work (the one at the bottom left of the phone) the same battery discharges much too fast compared iPhone that I previously had while the use is the same. Very strange for "new" iPhone. I'm waiting for a refund!	0
Reconditioned product	0
Too late and it did not last long	0
Very fragile materials and slippery coating. Color of lumiiness rather yellowish .... Apple and me, it's really finished! Too expensive for a gadget that does not ultimately grancesse thing. Can be animated emoji ?!	0
Impossible to get a bill of sale !!!! Scandalous	0
I did not buy this product, we stole my identity and Amazon does not react ... I even received a collection letter	0
That's when you want for the refund	0
I wait for my exchange	0
No	0
I bought this iPhone X saying "" new "" and it was damaged by water, afterwards an expert certified me that this phone was a reconditioned. I do not recommend.	0
Iphone returned under scello, no refund for 34 days. Thief, legal proceedings planned	0
My iPhone was supposed to arrive there 4 days ago, but I still have no sign of my package. A MAJ will be made when I have the iPhone in hand.	0
Acceptable lead time, other than that the packaging is mediocre! pack in a simple bubble wrap the phone could have been shocked at any time, the phone itself is in a very average condition, scratch more wear on the side, is the height and the charger iphone included with is a vulgar cable adaptable iphone chinese quality. it is inadmissible in view of the price of the phone of nearly 700e even if it is used to receive and see this type of thing. I do not recommend the seller at all. The phone is delivered alone, without box, earpiece, charger, and instructions. (only with a cable that I do not advise to connect with)	0
NEVER RECEIVED	0
I received both broken protections. Product return...	0
A short time after buying the phone, part of the screen stops responding, and the salesperson told me: I'm sorry to learn for your phone, go to a manufacturer's store to run the warranty. 'y go and the Apple Store tell me that the warranty does not work !! I return an email to the seller hoping that now it does something !!!!!!! FOR THE MOMENT SELLER TO FUIR !! FUCK POOR CRAZY !!! ^^	0
Empty package in the invalid mailbox	0
Bought at Smart Tech Electronics, 100% scam, empty packaging with some kind of paste in it, no phone or accessories	0
This product buve a week after receiving it: black screen at times, speakers sizzle when I mounts the sound (call or music), I hear badly by phone, facial recognition no longer works and for unlock it is very long. The seller took a long time to find a solution (and to respond to AMAZON agents when they wrote him an email to do the necessary). The first complaint for defective product is early July, we are August 14, I visited that same day in an Apple Store (Bordeaux) who confirmed that there was an anomaly of facial recognition: they told me traded in 20 minutes against a new one. Thanks APPLE!	0
I received the iPhone X but unfortunately I realized that the phone is not new: it is a phone surely reconditioned or used, but it was not specified on the ad, it was written "NINE" and not "AS NEW" (suddenly even if I recognize that the external state of the phone is impeccable it still impossible to determine the wear of the phone, its components ...). accessories delivered with are not official (not the Apple brand), besides the headphones do not work.I confess to be disappointed ... Result for a phone to almost 1100 euros I tell myself that the quality / price ratio n is not terrible.	0
He sells refurbished phones and not nine fingerprints visible more he does not answer claims to escape absolutely ....	0
Super I bought this phone 15 days ago, since I have people hear me very badly when I speak I thought it was due to the thickness of my protective shell and I just call AppleCare who told me that my microphone is defective !!! I just contacted Amazon to make a file and I hope that the seller makes me exchange very quickly because the price of the phone is unbearable ...	0
I kept my iPhone X a year and I resigned myself to return to a model with digital recognition, I never adapted to the facial recognition. The unlock is almost instantaneous on an iPhone 8 by pressing the Home button on the screen. iPhone X must: 1- that the device understands all one wants to unlock it by analyzing the movements of the device, often either he understands nothing at all, or it triggers facial recognition too early. 2- You have to catch the small tab at the bottom of the screen and put it up so as to indicate to the phone that you want to use it (I never understood why they put this step) If we add the many editors of apps that have not updated their apps for the screen of the iPhone X and the repeated bugs of iOS on iPhone X, I can say that it is with undisguised joy that I return to the iPhone 8.	0
No box, no earphone, no AC outlet. Green the phone is in good condition and works. But in the end there is a scam on the price. Because to sell it is dead ...	0
Unacceptable. The phone received today leaves for refund. FaceId does not work, the phone once activated is not recognized for the guarantee, moreover, the blister packs the iPhone is not the "real" apple.	0
The iphone was new as indicated / complete box / however series of the iPhone faulty at the battery level so the same evening after recovering the iphone was no longer working ... Apple store / depot / new phone nine after 8 hours - impeccable apple service!	0
The phone arrived in a cardboard in poor condition and we are certified that it is new when he was not even in blister! It's a scam	0
He sometimes drunk	0
I phone for the pigeons there is not that mark in life!	0
The phone has a defect of assembly.The join between the glass and the metal hangs to the touch.A device at this price there! In addition, for the delivery one makes you pay 10 euros To have it at a precise date what was not the case!	0
The phone is good overall but breaks very fast is it is too big.Il not more and the memory wears quickly	0
I already bought with A-MONTAIN the same product in black and I had no problem. I do not understand I get a fake iphone x (very well done) I quickly recognized I asked refund and I would not order more with this seller because I am really disappointedMes arguments: -barre down and up (he should just have black in the center at the top and there are everywhere) they want us to believe that it is a real by putting the little black tip on the wallpaper-the assistant touch in the form of round (it must be square) -and the reminder for lack of battery that is not at all apple-noises (lights / screen / photo / low battery)	0
A shame, a so-called new iPhone is actually reconditioned and failed after three months of use without perceiving shocks!	0
It is not the iPhone obviously that is a pure gem, I bought it at the Fnac, it's safer.NO, IT IS A SCRATCH THAT SEATS ON THE NET VERY SKILL BY OFFERING THE 256 GB CLASSIC PRICE, EXCEPT THAT THE SMARTPHONE DOES NOT ARRIVE.AMAZON PREVENTED THE HOPE I ESPEREAMAZON ALWAYS REFURBISHED "" RUBBISH ON THE NAIL	0
Purchase not checked because received for work.Les plus: - it is pretty-the screen is very beautiful, nothing to complain about. The colors are vivid.- excellent reactivity of the screen. But nothing transcendent, any smartphone half the price has the same responsiveness / fluidity - the battery is long. Two and a half days in high use but no games.- sync mails / outlook / contacts less broken head than on Android.- excellent camera.Level of flat keys: - no micro SD- no button. Extreme slowness at the level of manipulation. We want to close an application? Press for a long time at the bottom of the screen, long press on the window, wait until the small red crosses appear, close one by one applications.- without buttons it is also necessary to do additional manipulations to navigate from an application to the other, to go back on a web page etc.- nice facial recognition but if it does not work (glasses), you have to wait until recognition does not work, wait to put the code etc ...- obligation to go through iTunes to listen to music.- headphones without jack cable. So you have to either discard the iPhone headphones and use the jack cable adapter to iPhone, or have two pairs, one for the iPhone, one for the computer ... To conclude, the battery, the screen and the camera is really at the top, but tedious navigation (what is faster to do anything on an Android ...), the headphones unusable other than on the phone, and the lack of flexibility at the level of music and storage make the price is absolutely not justified and is there only to give some exclusivity to its owner, which is ridiculous.Je have not had other phones too high-end but I'm certain that for € 3-400 less (which is extremely expensive) you can enjoy the same quality without having to suffer the limitations imposed by Apple	0
product reconditioned slow and scratched .... disappointed by my friends I went to Samsung and I took the s8 I did not have a hard time doing I am very satisfied qualities to go for a lot less cherune ex-consumer	0
Disappointed by the quality / finish considering the price	0
Unbeatable price, 100% brand new iPhone (verified on kelpom.fr which also gives the date of manufacture) ATTENTION SEE MORE BASIPhone bought on Amazon in August and manufactured in May of the same year so very satisfied! 1 year standard Apple warrantyYou can darker! Edit of 04/09: my iPhone is a reconditioned APPLE (serial number starting with C7): I had the chip by ear seeing the 2 screws a little worn by the screwdriver. The serial number confirmed it to me on chipmunk.nl, which I did not find 'right away.	0
Hello I am amazed to have an iPhone 8 Plus 256g and have received an iPhone 8. The title of the Amazon ad is perfectly clear. Even the return of the product is under the label "iPhone 8plus 256g" How is this possible? And just a return for such an error ... I'm stunnedI put a star by obligation	0
It's anything, I was given an iphone 8 and not an 8 plus, the screen is tiny and not a 5.5 inch screen	0
I have a problem with my camera bloke when I take a picture before I try to reach you but it's in English I do not know how to do it	0
Scandalous !!!! After 3 months, the capacity of the battery is already down to 95% which is not NORMAL. She loses 1% broken every day for 3 days while its price is still very high !!!!! Knowing that I charge my phone 1 time a day and especially never at night not to damage the battery. Unfortunately even with his efforts, nothing makes it look like a refurbished phone. I did not buy an IPhone to almost 700 € for the battery to be dead after 7 months.	0
It is not about Iphone 8 Plus but a classic Iphone 8! The title of the product is misleading and I still have no news of my return product after more than 15 days! I strongly advise against!	0
We do not know if it's a new phone because the Apple warranty ends on January 26, 2019 so the phone has been activated before, normally the warranty lasts 2 years. Compared to the Apple site, it leads us to think that the Apple warranty is via the activation and deactivation. How should we take his information?	0
Promotion is not the same product book	0
This is not an iPhone 8 Plus, but an iPhone 8 that has been sent.	0
Bad article received! disappointed!	0
This is just too bad, not even able to capture the 4G, even my iphone 4S is better with 3G.I am really very disappointed with this purchase!	0
I wish to receive my invoice for this product. cdt	0
DO NOT BUY. Do not even deserve 1 star. After 1 month, the iPhone suddenly began to buve. Still an iPhone full of dysfunctionemements reconditioned that is done for nine. A true anarch.	0
Poor	0
Do not buy your products on TURBADO products are never done.	0
Defective item after a year and a half (battery HS) and seller (RH Mobiles) that does not respond to emails for the warranty. Apple can not do anything and Amazon does nothing!	0
A REAL CATASTROPHE !!! Everything seemed to be fine. I got the phone and everything was fine until I tried to use the camera that did not work. Amazon asked me to send it back using their return system. It's been more than a month since Amazon received the phone in its warehouses and since the customer service does not hang in my face, I'm asked to justify sending, that the package was not empty, now that the phone has not been replaced by another. In short, I'm called a thief and a liar without explanation. I am a good Amazon customer usually but here I will stop everything.	0
iPhone top, but he died after 1 year to the day ... damage	0
Product received nickel but very unhappy because the iPhone does not work impossible to light .. Scam !!	0
A little disappointed knowing that the sound does not work.	0
Blocked impossible to put into use	0
It's been a month since I bought the iphone, but I have the impression that there is something weird on the phone ... first, the ecrin is already scratched (not normal for an iPhone) and secondly ... the apeles FaceTime cut off all the time, I will try to play the guarantee ... because the stripes have no place to be, I always had iPhones, and it is the first time I see this! ... it makes me doubt the authenticity of the product	0
Hello, I do not know if this is an error or a scam but I have only received headphones and a phone charger instead of an IPHONE8.Can I enlighten quickly?	0
If you have like me received via Amazon an Iphone 7 or 8 that does not have a model number in ZD, for me it was Russian RN! So find any fake excuse of malfunction in Apple store and the shop will exchange it directly !! And then you will have an Iphone in ZD instead :)	0
From the unpacking, I could see that there was a pb because the film on the phone was dusty.Once the protective film removed I could immediately see two scratches at the bottom of the screen! So here is obviously used phone / refurb sold as a new phone. Direct return to Amazon who refunded me within ten days.	0
No comments because I keep a very bad experience on the delivery method.Du Blanc-Mesnil (delivery center); in Stains, it's 20 minutes by van.	0
I received the open phone with less accessories.I am really not satisfied with this device okay j	0
I just received the package this morning (Saturday), The big surprise: I open and I do not find my Iphone 8 but a pack of powder! I am very angry and disappointed and I feel scammed! The delivery failed twice (Thursday and Friday) on the pretext that the driver finds the door of the building is closed (like all buildings !!!!), without even try to call me. Then I call Amazon on Friday to tell them that the driver does not call me to open him and they schedule a new delivery on Saturday. Saturday morning I stay at home and wait for a while and I will check my mailbox in case and boom I find the package! Without even I sign it drops! so glad to receive my iphone 8 I do not pay attention to this detail .. and I go open the package quickly to be surprised by its content! powder !!!!! a packet of powder with a net pea of ​​500g! Calling them, Amazon can do nothing for me since it is the weekend and I have to wait until next Wednesday! I do not know what to do anymore !!	0
I bought this iPhone at the beginning it worked well, just after the screen Bug, the microphone is defective, disaster saw the price I expected better and more customer service	0
Hello, Why in the description of this model phone is marked micro sim card, but the phone works with a nano sim I ordered my micro sim card and it does not fit, so I had to order another. Remember to mark consistent information in the description, thank you	0
I do not know if it comes from the fact that it is unlocked, the screen of the iiphone suddenly became black and does not turn on for days. However the home button vibrates but the screen remains black.I do not know if I have to send it back to TBE or ask notice at Apple to find out if it is under warranty ... An iPhone cheap of course, but problems by afterwards very sad to have lost 680 euros	0
Hello, I usually do not write bad reviews in my life in general. But today my discontent is strong, I ordered early September this article. Already for starters I received a Hwawei P10 instead. So I forwarded the item back and asked for a refund, Amazon told me that the refund may take several weeks !!!! (Nothing to do with the 2 to 3 worked cheeks information). Instead of making an exchange I had to, if not have a phone, recommended 1, or a total of 1560 €! We are on October 10th, one month after the receipt of my return and I am still not reimbursed. It's shameful, Amazon should pay LAO ....	0
So I attribute the rating of a star, for the simple reason that the iphone is not new! Box already open, so really disappointed for a product priced.I therefore recommend the purchase , mistrust.	0
Do not change the other iPhone 6.7! If you want to change, go for X, which is different because of its novelty and its design.	0
This is my first iPhone bought three months agoSo there I was satisfied but I encountered a problem the front camera does not work anymore ... Damage to a smartphone "premimum"	0
The iPhone 8 meets my requirements I am very happy against the seller announces a model number that is not at all the one received from or the wrong rating. I received a template for Eastern Europe. I hope I do not have a warranty, it does not reassure me	0
Thank you Amazon for this beautiful Soviet IPhone, you should make it clear that the phone is basically destined for the Eastern European market. But no it's true, you'd have a lot fewer customers. This is the last I buy an iPhone on Amazon.	0
Product very well received, very fast but big problem I left the laptop charged 1 full day and the batteire remains at 0%. I tried the charger on another laptop and it works well. Please tell me the procedure to do thank you	0
As "Hikaru" says in his comment of January 31, 2018, I also received an iPhone 8 model (MQ6G2CN / A) for the Czech market, shipped and sold by Amazon though. On the characteristics it is noted that the product is for the French market according to the model number (MQ6G2ZD / A). I ​​tried to contact the customer service in vain at the time of writing: no answer despite several mails !!! I have to put the product into operation next weekend because it is for my daughter and I do not know if this model will pose a problem of use in France and what it is of the Apple warranty. In summary, very disappointed, and yet I have been a good customer for many years; I wonder if I will not return the article ...	0
Still not received my phone yet to order on July 12th. That's great	0
Hello, I order an iPhone 8 Plus Gray sidereal and I get an iPhone 8 GOLD! A huge difference in price and a nice waste of time (2 weeks with the return and refund time) I'm totally amazed! (without word games with the phone's colors)	0
Correct products no invoice	0
So how did I evaluate a product that was not delivered to me? I think it's a bit complicated no? In any case on the picture, it looks really good.	0
reception in a bubble wrap, without plug and charger, phone with stripe everywhere I really do not recommend it!	0
Order not received. It's just theft.	0
Hello, I must say that I am very disappointed or angry to the extent that I bought 779 euros this iPhone 8 Plus and today, by clicking on this order for a friend, the iPhone is now at 753 euros, 26 euros less than just two days ago, I have the impression of being a victim of dishonesty.	0
I received a model of iPhone 8 (MQ6G2CN / A) for the Czech market, shipped and sold by Amazon I specify.So after the follow it comes from Germany, and yet on the description card it is well noted that the product is for the French market according to the model (MQ6G2ZD / A). It's not serious!	0
The reception and too long I received it after 3 weeks but the telephpne in it itself and superb as on the foto I kiff	0
Apple, commercial practices more than abusive but still legal! The new Mac High Sierra and IOS 11 operating systems for itune and iphone are real viruses for your devices over 2 years old! In addition, Apple Care is recruiting a team that has no technical skills to help you solve your problems. problems and will not offer you especially any commercial solution! "" Normal "" will you say, this is precisely their new branding strategy! The planned obsolescence of Apple products is a reality that I have refused to see until it impacts me directly. I am writing this post to prevent others from throwing their money out the window . I have an iphone 6 plus a Mac Book Air and a Super Drive (external DVD player). I had 2 weeks ago the unfortunate act of updating my iphone which worked perfectly on IOS 10 to IOS 11.2.5. Since my phone is less responsive than the one I owned 10 years ago. The applications take looooooooooyear seconds to open, take a photo quickly is impossible, sent a message remains possible if you are not disturbed by the fact that it appears only after you have typed 10 Phrases.I contact the assistance Apple (the story is abbreviated because it took me 9 calls of 2h including 1h systematic waiting, spread over 2 weeks, to obtain the poor result that I will describe you): The assistance tells me to restore my iphone to fix the problems. To do this, an update of itune is necessary, but in order to achieve the update of itune I must first update the operating system of my Mac because none of the sytems were compatible between them. I'm running (with you imagine it much trouble because nothing works as indicated by employees of Apple). After several nights of updates, my iphone is finally restored and all my systems are up to date. ... Finding: My iphone is still slow and my Mac on the latest version High Sierra no longer recognizes my Super Drive (which can not be updated) .I spend my last night on the phone with Apple who does not offers no solution and hangs up leaving me in total disarray (I forgot to mention that my interlocutors have all tried to charge me their package of assistance for products no longer under warranty). To conclude, Si you do not want to spend 800 to 2500 euros for a phone or computer every two years and buy accessories at an exorbitant price that become obsolete after 6 months ... FUY !!!!!! Any other smartphone provider is doing better than Apple now! Apple, I hope this post will continue to complete your reputation so that others do not get caught up in your vast scam. The only time I will lose with you now will be the one I need to propagate this message as widely as possible.KindlyAn ex-consumer.	0
The price is excessively expensive, it's the same aspect as the iphone 6, there is just the chip a11 that boosts performance and a better camera but it is not worth this sum clearly not, prefer an iphone 7 plus or the iphone 7	0
This is absolutely not an iphone 8 anymore. It's an Iphone 8. So I have to send it back.	0
Before buying, I told amazon that I was assured that it was the iPhone 8 Plus 256 GB, because the picture corresponds to the iPhone 8. The ASIN code also corresponds to the iPhone 8.Je I still bought it.The 256GB model is not the 8 Plus.It is the normal version of the iPhone 8. Amazon did not believe to have received the iPhone 8 instead of the Iphone 8 Plus. He opened an incident for confirmation. I returned the article. I'm waiting for the refund I hope everything is fine	0
Hello because of a problem with my iPhone I wanted to change! But here is the message from AppleThe serial number you entered is not eligible under this program because: - It is not in the range of serial numbers involved. - Our records show that your device has already been repaired under this program. - Our records indicate that your device is no longer eligible for a free replacement under this program. If you have any questions, please contact Apple.	0
This is not the 8 more in the photo but the 8 attention!	0
Do not change much between the 7 such bug on app-times (NEW PRODUCT) I since 10.01.18 we are the 16.01.18 I already have bug in few days	0
I received This phone that did not work after 1 month I received the phone, but it does not hold the charge, after expertise near a specialist, the battery has been recharged 500 times. As you indicate The company refused the refund. I WAS ENDED DECEMBER IN PARIS AND ITS EXPERTISE BY APPLE THIS I PHONE 7. I conclude that Amazon is only able to provide frivolous objects. For I ordered Amazon this i Phone and pay Amazon! !!! And you m, announce not being able to make me refund !!!!!! I will transmit you the conclusions of Apple and without solution on your part, I will intervene near the authorities.Cordially	0
Purchased from Fib Tech - Article according to the description iPhone 7 gold, manual in Russian - unfortunately 10 days after reception the iPhone no longer lights up, no longer charging, all black screen, it is unusable for no apparent reason .. Pay attention to these tempting prices, it necessarily hides something ..	0
The driver to steal the package so no iphone in sight!	0
Very disappointed in the quality of the screen Refurbished ... dark picture and bad quality ... by cons SAV nothing wrong ... fast and available ... too bad ... refund requested	0
I received the phone but it did not work ... shame, I sent it back!	0
Superb packaging ..... However the microphone to talk on call does not work	0
The microphone of the device was released only 3 months after receiving this one ... Moreover, it had a defect of sound at the level of the speaker. Big disappointment!	0
The phone is very slow, it "trains" often.After 7 months, impossible to recharge. Damage, the warranty for the reconditioned product is only 6 months! I strongly recommend.	0
Phone was rented and then sold. So I was sold a phone steal?!?! The phone has been blocked by the owner and no longer receives a network. I bought it two years ago and that's only now that the problem has been reported.	0
Phone exchanged twice, first time the battery does not fit, second time the microphone does not work. Bad article, I do not recommend at all and Amazon service not at all up to par with what we hear	0
Very bad quality materialBuy in July already problems cache aparei Photo that fallsNEC uncertified equipment on the back of the phone	0
Send serious, fast, the general state of the phone is not satisfactory despite that it is used	0
After a few weeks of use the product has melted from the inside	0
No longer hold the load after 3 months	0
PROBLEMS OF MEETING OF THE SIMPLE LETTER IN PERMANENCE	0
phone received on time, only downside phone losing the network without a stop so device down. it would be good to check the material before selling!	0
Screen already cracked inside while he had no fall	0
Everyday as a phone	0
the camera before the iPhone does not work after two days I am extremely disappointed with the service and quality.	0
It's not even a month since I received them and there's beug at the level of the call I can not issue a call moment	0
The side button does not work and the microphone does not work well we do not hear well when I speak	0
device under warranty but seller unreachable	0
Good operation at the start then screen problem 3 weeks after the purchase. Missing the seal.	0
Disappointed my iPhone does not charge gap you put me a Samsung charger.	0
I write this comment 1 year after receiving my phone. It is broken down today. I wanted it repaired by Apple since it was still under warranty but since the product was not bought in France the warranty does not chew on him! I do not recommend buying it here if you want to be able to repair it!	0
My iphone 7 m 'has cost 681 euros, bought at Topprice24. After 13 months, it does not work at all, and it is no longer guaranteed! The Apple warranty only covers the first year, and the seller does not guarantee the second year, although it is European !! I would have liked to know before buying it. So salesman to flee !!!	0
May be bad luck but the phone received worked 1h before turning off permanently.Apple does not want to exchange because electronic parts have been changed .... But no worries with amazon for the return and refund	0
Bad experience with this seller PURE IT COM !!! To flee	0
I deplore the receipt of the product, in bubble wrap and a simple envelope, or and that box of origin, the explanatory note and the plug connection for the charge, not satisfied at all when we undertook to sell mobile even repackage we do it right ... thanks	0
the phone you sold me is not good, it is always hot when you use it, so you have to rectify it or I stop my bank from paying	0
Very disappointed for the same price I had nine at free it is dented on the side is a gift in addition	0
Very bad product after only 3 months of use the phone does not work as it should beug to repetion and other problem	0
Barely two months of use and I already see anomalies on the phone. It does not lock (programmed to 3min yet), it blinks ... yes yes never seen that!	0
My first i-phone, and bin ouch ouch ... the last ... Nice player, I start with its 5 qualities: + fingerprint locking is top: instant, 100% good "" reading "", no more mishandling in the pocket (AP, sms, calls). All my tel will now have this system + the quality of the speakers! A very good surprise! The 7 finally had 2! Essential for the quality of calls in places a little noisy, and for listening to music. And the one from the top is towards the front (logical but not systematic!), But the one from the bottom is towards ... the bottom :( Do not understand that the quality of the sound is so neglected on ... phones! (Their basic function , no?) + waterproof IP67 (but if worry, the SAV refuses to take under warranty if they find water in it! Not honest on their part ... You are warned (e)) + autonomy (holds a day even very loaded) + application permissions: whew, as soon as they are installed, we are asked if we want to share things, and if so, it's often only when the app is used. I hated androïd for that, it seems that there has been evolution since my last androïd (went through the OS BB meanwhile: the top that disappears unfortunately) .Passons the many defects: - Speaking of BB10 precisely (including the intelligent writing system was learning my common words, correcting even a typo), the SMS writing system is really nil at Apple ... Emojis that replace words: gadget. We can not press "" in "" a word to correct it, we must go to one end and then move in the word "" sliding ""! Serious ?? And then propose 3 words only !!! As for the manipulations to just make a point, a figure ... Waw, the zero degree of practice. (and no, I do not want "" sms "") .- The camera (which I use often). Uh, yeah ... "" Live "" useless. Flash and zoom in sales. For 600 € the piece, it deserved better eh ... (only +: low light without Flash). A little worry for me I still have to take a fingertip ... That the one to whom it never happened to me launches the first stone (or a BB KeyOne, I would prefer) - The small switch on the top left sometimes puts himself alone on Silent in my pocket ... Just raging this thing. If still it was configurable ... Lamentable.- taking lightning owner ... Practice because without meaning like usb-c, but this sometimes poses problems (example: when you want to get the battery repaired by someone one that has a micro-usb charger, so common ...). It's like we have to use a different fuel gun at a gas station because we have an iCar ?! I'll have to explain the interest ....... Lamentable.- Itunes ... Who invented this thing ?? Whether for music or photos, it MUST go through this system. No choice since there is no SD player! Lamentable.- absence of led to signal the arrival of a text message, so practical yet ... Lamentable.- no induction charging on this 7.- the iphone have so many delays on androïd ... The 8 to l induction, yeah; it will be necessary to wait until the 14 to have a reader Sd? the 16 for an intelligent sms writing ?? the 24 for a led-sms ??? What joke ! Even their iphone X is missed. Steve Jobs must turn in his grave.Au final: I do not recommend at all this product, nor all iphone for that matter (opinion objective and argued: I am not a hater). Too many non-parametrible stuff, too closed (itunes, no SD player, lightning plug:), non-removable battery, too much stuff on a daily basis ... The only +, other phones on other OS the do too. My first and last iphone.	0
The iPhone received a problem at the speaker level next to the camera, the sounds seem to come from behind the phone, even with the sounds thoroughly, test with multiple calls ...	0
I am really very disappointed it was a nice gift for my son but it's a horror the phone is just bumble and the screen is just to freeze it is not worth it	0
I ordered an iPhone 7 and received a poster from Justin Bieber. What is this joke. Right away I returned the article.	0
Brand new phone under blisterA few days of use my battery does not hold the charge 50% of charge lost in one night without wifi or Bluetooth	0
I received the iPhone with a box in the box not a French sector! It's a shame, fortunately I had what it takes	0
Device delivered in a plastic bag, without its box and without accessories contrary to what is indicated. A large scratch at the top right of the screen that was not indicated. I still paid 500 euros !!.	0
Too expensive for the price of the phone offers a better life for much less expensive I would never buy apple again	0
I order the iPhone and after 2 weeks of use not even the microphone does not work when called me jentent what I am told and we do not lie I'm not satisfied with my purchase	0
This iPhone works well. But his autonomy was really catastrophic. The energy is discharging too fast during the night, about 60% each night, although it is in airplane mode! Another thing I do not like is that there is a small task in the camera on the back. In any case, I changed a new iPhone to Apple Stores	0
