iPhone X	256GB	Space Gray	M. Benz	3	Sorry, not happy! Round display on the corners - nothing for gamers and video gobblers!	2017-11-03	de	My colleague is Applefan and has gotten the great IPhoneX. I had the model up to version 5S and then I had to let it stay. Now for the test of the Iphone X: It makes a solid impression, but I have to say the homebutton Apple fans very much miss. Why? Because the facial recognition is very bad. I have to hold the phone as high as if I were using a women's mirror! When driving, that probably everyone sees and the police can equal to the luxury owners at the price once again give a hefty penalty. Have fun with Apple Enthusiasten.Naja, I'm a little disappointed. The camera is once again set to the outside and that has once again very much supported me, even with the model Iphone 6 I was a thorn in the eye and that's why I had used only to Iphone 5, the prestige device. People design looks different. Here would have let me run from the times Karl Lagefeld as a designer should.Was I have probably bought? I stick with Huawei P10 and have to say that here the design for the Apple is much nicer and the camera is not so unprofessional outward. In addition I have to say that the Huawei has installed a GERMAN CAMERA OF LEICA -WAU-- the pictures are as sharp and detail rich as if you were live. OK Apple tries to follow the German with the China or Japan lens. However, from my point of view, this is far too expensive and not justified for the device. Just compare the Huawei device and you'll be amazed why the device is in no way inferior in quality and quality. Even the display was better before than Apple. Now Apple has even installed Samsung as a display technology and even demands more than Samsung! This is sad. Of course you can pay 80% more for the pure name in the name of Apple, but that is over soon, as with the premium car manufacturers or in the shopping markets. :-) So do not make such a hype about a smartphone that will soon cost more than a high-end gaming PC!	0
iPhone 7	128GB	Rose Gold	Santhosh Akkaladevi	3	Late delivery	2016-11-22	de	Product is ok.3.5 mm jack is no longer available. so the charging Slot is the same as the ear phone plug Slot.	0
iPhone 6S	16GB	Space Gray	IP	1	Scrap screen and overpriced	2016-03-29	de	It is a nice mobile phone with a nice design. The software is quite good and has only crashed once. But the price of the phone (then 800 euros) is extremely overpriced. The added value I see here (with the exception of the camera) not. Because with a cheap HTC or Blackberry is just as clear and that costs less than half. Naughty the price but in the face of the shabby screen. Once dropped on the ground, a nice thick crack is visible. At Apple I was told that I should have attached a cover. At 800 euros I would have thought that the material is now a bit more resistant (in the iPhones 1 and 2, almost every second copy was affected by this deficiency). Even my cheap Blackberry, which I had used before, flew to the ground every week and nothing happened. In the future I will refrain from joining this hipster mania to enjoy a minimalistic scrap with a maximailistic crack. The next time I scrape together 800 euros, I'll rather buy 800 cheeseburgers at McDonald's - or 450 cheeseburgers plus 1 Blackberry. Then I'm not so hip, but at least survive the next hunger period and at least can still look at the scratch-free cheap screen of Blackberry.	0
iPhone 8	64GB	Gold	Med	5	reconditioned iPhone 8	2018-04-04	fr	Received quickly serious seller (A Montain) bought reconditioned as new the phone does not represent any defect no scratches in its original box for the price I paid it worth it I have 30 days to test it	0
iPhone X	256GB	Argent 	Daniel Kneissl	1	An impudence beyond compare	2018-09-29	de	The price is a joke for a cell phone shame you do not gamble for people from the gold or so I get every time the puke when I see these prices	0
iPhone 6S	64GB	Gold	LH	4	Very good, except for a few small details!	2016-03-22	de	Hi, I bought an iPhone 6S in 64 GB after the HTC One M8.The feel and look are once again unique and set standards! The performance anyway, because the device and software from one house. Since a small dual-core enough to reach the performance of an 8Core Android phones! This protects the battery and allows a slim design! The only thing that really bothers me are little things, like the very complicated setting of songs as a ringtone, etc ...	0
iPhone 6S	64GB	Argent 	Loris	1	Worst iPhone I've ever owned	2016-02-14	de	I had an iPhone 4, 2x 4s and a 5s and I have a MacBook Pro and Apple TV is so familiar with Apple products and actually appreciate the quality and ease of use of the products. The 6s is the first iPhone, which I am very disappointed. For one, it does not bring any meaningful novelties and bores through it. It's the first iPhone that I do not think wow cool part. That alone would be a pity, of course, but not a real problem. What on the other hand is a problem for me is that after just 4 months makes problems that I know otherwise only from hearsay other smartphones. The battery of the 6s discharges faster than any other iPhone. In one day, the battery has 40% and it just goes out and requires power. On another day, it consumes between 60-80% charge within 6 hours without a charger. Even my 4 year old 4s lasts much longer. As if that was not enough, the 6s has so many software problems, like no other of my iPhones before that. Even a 1/8 Huawei Y550 works better, probably because Steve Jobs is no longer living. The first iPhone after his death, he had probably still been involved or Apple still had ideas of him in the bag, but they seem to be used up. In the meantime, I have the feeling that you only pay for the name at Apple and not the wonderful uniqueness and quality that an iPhone once had. Of course NOT a buy recommendation!	0
iPhone X	256GB	Space Gray	mario	3	matter of taste	2017-11-28	de	Three starsWhy? Technique, equipment and the certain step to be ahead of the others earn 5 points. I have been an iPhone user for several years now and I am thrilled with that. However, I like to leave the exact test reports to people who seem to have their own test lab at home. For the price ...... Wienn I buy at launch the top mobile phone of the competition and to a top memory card with 256 GB, then I am on an equal footing financially. If I sell a cell phone of the competition after two years, then maybe I get 200 euros. I sell an iPhone after two years, then I get half and more. Now that ..... and that's my own tasteThe missing home button and the display are for me an absolute nogo.Beim display I do not mean the technology , Rather, I mean the look. The display looks like a screen protector. On the left and right higher than in the middle, I personally do not like that at all. That's why I decided against the x and the 8plus.	0
iPhone 8 Plus	64GB	Gold	Kyoshi	4	Not revolutionary but a good smartphone anyway	2017-10-10	fr	A good smartphone but nothing revolutionary.That's the summary of reviews in general.So ... Not where to start? Often considered a simple evolution of the iPhone 7 (aesthetic very close except the glass back of the latest model), the iPhone 8 brings a few changes: - Faster (thanks to the A11 chip) - Better photo processing (you will find several tests on the net) - Compatible with the Qi charge ... And this is the novelty. Indeed, you can now charge the iPhone by putting it on a charger Qi ... No need to connect the iPhone.The nice thing also is that the memory capacity starts at 64gb (64gb or 256gb in fact). ... Despite this little change, the iPhone 8 (Plus) is a very good phone and we find the qualities of the brand.The screen is very good, the overall finish is very good, powerful and made beautiful photos (Obviously ... Accustomed to SLR ... Difficult to judge a smartphone on it ... But to troubleshoot, I find it convenient). Autonomy is good from the comparisons that we find ... Sorry ... I do not buy an array of Smartphone to compare:) ... Although I am amazed at the autonomy of my Samsung A5 2016 job that I only charge twice in the week (except for Cisco Spark and checking mails ... The use is only by telephone). Speaking of battery life ... The battery capacity is down compared to the iPhone 7 but it is obviously inconsequential ... Good ... For those who know the developments Apple, you will know that there is more to jack jacks (but the adapter is provided ... note that it can not be used wired). Several other brands have followed the movement ... Even Google who have made fun of Apple on this point ... By cons ... the iPhone 8 Plus is a heavyweight office compared to its competitors.If I compare the iPhone 8 Plus (offered to my wife) and my OnePlus 3T ... We feel the difference.Why so few changes? Just because of the iPhone X that will be released soon to write these lines.Quelles differences? Here is what I selected (in favor of the iPhone X of course): - Better screen resolution - Screen that occupies the entire surface before (or almost) - Facial identification.A still note for this last point, what the facial recognition of the iPhone X has nothing to do with that of the last Samsung that you can unlock with a simple photo (bravo security). Indeed, if I do not say nonsense, he There are 30000 IR control points on the iPhone X ... So, if you are in the dark, you put glasses or change your cuts, it will work (theoretically for now ... seen apart at the Keynote where we saw it in action ... And again ... There was a loupé ...). So ... Buy or not this iPhone 8 (Plus)? Ben ... Clearly, if you already have an iPhone 7 (More) ... The interest is minimalThe Smartphone is very expensive ... Damn ... 900 € !!! Well ... It is true that given the time that people spend above ... It's prorated more profitable than a lot of other things.The Smartphone remains a recurring budget for more and more people.The real question will remain ... iOS (the Apple system) or Android (a huge choice and for all budgets)? These are two different philosophies ... For my part, we chose an iPhone (and more specifically iOS) when: - we want to be quiet with a stable system - we want a smartphone turnkey without having to search right and left this or that application - we want to keep a system up to date (with Apple, when a new version of iOS comes out ... The update is available on all iPhone versions at the same time time...Except for the models of 5 years ago) - it does not necessarily hack his phone (easier on Android). I have the following iPhones: EDGE / 3GS / 5 / 5S and my wife the 4 or the 4S.This works ... Never had any particular problem (small bugs exist but it is rare and does not last) .Good, the only thing that can be boring is that we do not really feel to change the phone from one iPhone to the other. There are of course several improvements systems, etc ... A better responsiveness and everything ... But the system itself remains the same.On may be trying to go elsewhere ... But we are not necessarily conquered elsewhere ... My wife went on a OnePlus One after her iPhone ... She is not a fan of Android at all (and the phone has made the soul so good ). It has chained a number of problems ... Two trips / return service ... And more ... Just after the last service, the phone still has a problem ... But since the guarantee was passed and obviously at OnePlus they do not guarantee their repair (which had just been realized ... Two weeks ready) ... Not wanting to fight any longer.She is happy to have an iPhone again.My ... After my iPhone 5S, I went to Android with a OnePlus 3T.Pourquoi? Because of the price ... Do not hide the face.Some things irritated me on Android (to manage several mails ... A pleasant and free client ... Apart from BlueMail who did not always recover my mails automatically ... Pay to have a calendar in CalDAV while it is native on an iPhone, etc ...) but I'm not disappointed either. It's nice to be able for example to manage its downloads as if you were on your computer ... Or to add music without going through an application ... Have dual SIM (to manage the SIM card of work and that perso), etc.I will definitely go back to iOS for my next phone.That's my opinion ... :)	0
iPhone 8	64GB	Gray	QuintoFabioMassimo	2	Almost perfect...	2018-04-08	it	Beyond the not so modest price, it is certainly one of the best smartphones on the market ... too bad that it has only one flaw: PESA TOO!	0
iPhone 7	128GB	Gold	Client d'Amazon	1	Iphone fly and sold here	2019-01-27	fr	Phone was rented and then sold. So I was sold a phone steal?!?! The phone has been blocked by the owner and no longer receives a network. I bought it two years ago and that's only now that the problem has been reported.	0
iPhone 7	32GB	Gold	Chiara	4	Product Review	2019-01-25	it	Delivery in advance, telephone working properly, the package for the earphones is missing.	0
iPhone 7	128GB	Jet Black	Richard	5	Daughter loved it	2018-04-13	uk	Brought it for my daughter who has not been off it since. Thank you	0
iPhone 6s	32GB	Silver	Austin S.	1	Garbage	2019-02-14	us	Just garbage	0
iPhone XS	64GB	Gray	Alejandro	4	Is it worth buying it?	2018-10-20	it	* UPDATED * I purchased this new iPhone on the Apple Store online, just to try it out a little, having already an iPhone X; personally, I don't think it's worth buying, if you already have an iPhone X. This is the much-anticipated version "" S "" of the iPhone X. Let's try to understand what changes compared to the previous version and whether it's worth buying or not . Let's start by saying that there are NO big changes compared to the previous device. No news is resounding this year. The S version, as is well known, only goes to improve some aspects. Moreover, unusually, the most expensive and large "" Xs Max "" version has nothing different than the iPhone Xs, except for its size. We do not find more powerful processors or improved cameras. It's just a bigger iPhone Xs with more battery (and power consumption). I will continue to update this review as I use it. DESIGN: The iPhone Xs does not bring significant changes in design, except in the lower part where the symmetry of the holes, having added an additional antenna, to allow an enhanced reception, also given the novelty of the Dual Sim, which will be discussed later. The rear camera has been moved slightly a few millimeters higher, so the covers of the iPhone X will NOT be fully compatible with the new device. This year we also have the Gold variant. The design remains essentially unchanged, this device achieves an IP68 waterproof rating (6 indicates the maximum degree of dust resistance and 8 indicates a degree of impermeability and resistance , in case of contact with liquids, but especially with fresh water, for 30 minutes and a maximum of 2 meters deep). The guarantee of NO manufacturer, recognizes the damage caused by liquids, so it is better to refer to these specifications, considering ONLY soft water, being the liquid that causes less damage. The resistance to water and dust decreases with 'usury.PROCESSOR: The new iPhone Xs features the brand new Bionic A12 processor (retains the same marketing name as the previous A11 Bionic), but is the first smartphone processor to be built at 7 nanometers. It is equipped with 4GB of RAM, compared to the 3GB of the iPhone X, it is always equipped with 6 cores (2 high-performance and 4 high-efficiency), it has a second-generation neural engine (8-core) capable of performing 5000 billions of transactions in a second (against the 600 billion of the A11). The GPU is designed by Apple and has 4 cores against the 3 of the X. The 2 high-efficiency cores are dedicated to everyday operations, such as social media, apps, games. The 4 high-efficiency devices, on the other hand, are designed to save battery power when performing simpler operations such as chats and messages. However, when all the processor power is needed, iOS dynamically calibrates all six cores to deliver incredible performance (same as iPhone X). Thus, while performing heavy apps, such as augmented reality games or video editing, performance will be greatly improved. I do not find significant changes during everyday use compared to X. Probably, it also depends on the new operating system (iOS 12) not yet fully optimized on this new device. Both are very fast in all operations: multitasking, photos and videos, opening the app and, of course, in games .. BATTERY: Rightly, one wonders given the performance, the battery capacity. iPhone Xs is equipped with a 2658mAh battery (against the 2716mAh of iPhone X); iPhone Xs Max, on the other hand, has the largest battery an iPhone has ever had, that is 3174mAh (against the 2691mAh of the iPhone 8 Plus). iPhone Xs has less battery than iPhone X? Yes. Does it last less? At the moment, I have to say that the duration is a little lower than X, but I also think this depends on the software. FACE ID AND CAMERA: As I wrote above, the cameras are the same as the iPhone X, always with wide angle and telephoto lens with aperture focal length respectively of 1/1.8 and 2.4 / 2.4. Despite this, Apple has added some features on the new Xs / Xs Max, in my opinion, for pure marketing. In fact, both these models (but also the new Xr, with single camera, released at the end of October) are able to adjust the depth of field of a photo both before shooting and in post-production and have an advanced bokeh effect . These effects are also possible on the iPhone X via the Focos app, since the cameras are identical. Change the quality of the photos in low light for the better, since the sensor of the camera has larger pixels and, we also have the smartHDR that goes to perform more shots of the same subject, combining the best parts of each shot as a result (light, movement reduction, colors); according to Apple, this, the depth of field and the boken effect are possible thanks to the new processor able to perform more operations. Nothing that the processor of the iPhone X is not able to do, but anyway .. Even the sensors of the Face ID are identical to those of the previous model, but Apple reports an improvement in the algorithm of the Secure Enclave (separate processor to encrypt biometric passwords) which guarantees a faster unlocking, despite not being a second generation Face ID. Honestly, the speed seems to me to be the same as the iPhone X, which thanks to iOS 12 is even faster and more precise in unlocking. I am absolutely satisfied in this sense.DUAL SIM: We pay attention to this very important detail. The 3 new iPhones will NOT have Dual Sim functionality in Italy. This is because it is not possible to insert 2 physical Nano Sims, since the cart can contain only one physics, unlike the Chinese version that will have two. How does this system work? A sim will be physical, the second sim, instead, will be based on the "" Dual Sim Dual Standby "" technology that allows you to simulate the second sim in a virtual way. This is the future, as this system will make it very easy to change the telephone or operator offer. Unfortunately, at the moment, no operator in Italy allows this function. Probably Vodafone will be the first to catch up with this technology, but not for now (also because this feature requires iOS 12.1, for the moment in beta testing). CURRENTLY PRESENT FAULTS: If you have heard of the ChargeGate, know that it has been resolved with iOS 12.0.1 (did not allow reloading if the screen was off). According to some users, there is still a Beauty Gate that applies a sort of "" beauty filter "" automatically to selfies; in this way, the details of the face will be minimally captured, making the face look like that of a barbie. It seems to have been a bug that has just been solved with iOS 12.1. Some users also complain about an Antenna Gate, especially on the Xs Max, with poor reception in 4G / LTE and in WiFi. The WiFi part was resolved with 12.0.1, while the part concerning the antenna was solved with iOS 12.1. Obviously, in the event that this last problem occurs, Apple will replace the device, free of charge. I hope I helped you with the decision or clarified your ideas. If you have any other questions, please write me in the comments! :)	0
iPhone 7	32GB	Black	Ana	1	Bad	2018-06-01	fr	Bad experience with this seller PURE IT COM !!! To flee	0
iPhone X	256GB	Space Grey	BlokeyMan	2	Hmmmmmmm .. suspect	2018-03-28	uk	As it is an expensive bit of kit I read the description over and over and there is nothing saying it was a refurbished phone .. but when I when to insert my SIM card in there was one already in there ... I just read the questions asked section (and asked the question myself) if they were refurbished or reconditioned phones but that seems to be unanswered throughout.. very disappointed. I will be chasing for an answer and taking this further.	0
iPhone 6S	16GB	Rose Gold	Andreas Neugebauer	1	We just sell refurbished	2018-04-09	de	New phone ordered. Used visually satisfying smartphone.Akku old and weak.Headphone connection worn device goes off alone.Money refunded after return, the shipping costs but not. The offer is not recommended.	0
iPhone 7	128GB	Black	Marc Toto	4	You Apple	2017-07-01	fr	The phone is fast and powerful but does not revolutionize mobile telephony. After having an iPhone 5S, I do not see differences so pronounced as that. After that it's Apple: quality and lock.	0
iPhone 7	128GB	Black	Amazon Kunde	1	I'm not satisfied with the order	2018-06-14	de	This device was sold as new, however, it is not new. It lacked the detailed German manual. It lacked the Apple stickers, which are to be obtained with each new iPhone. The charger is not new. You can see the dirt under the foil. In addition, the charger does not look original, Above all, you notice it on the edge of the store device.	0
iPhone XS Max	64GB	Silver	Manuel H. Rivera	1	"Publicidad engañosa y maliciosamente, porque Amazon lo permite"	2019-04-17	us	El teléfono está bloqueado con una empresa denominada simple Mobile y no se puede desbloquear aunque lo intentes	0
iPhone 7 Plus	128GB	Black	Amazon Kunde	1	1000 € and can not use it	2017-05-18	de	Since you buy for less than 1000 ¬ a cell phone and can not even use it immediately because you have to buy an opener so that you can reinsetzen his sim card! Is not there for a thousand euro handy !!!	0
iPhone 7 Plus	32GB	Black	Amazon Customer	1	NOT unlocked	2018-03-20	us	It was somehow not an unlocked phone.  Very disappointed...	0
iPhone 7	128GB	Black	Alex1282	1	the service...	2016-10-10	de	The iPhone 7 has actually earned 4 to 5 stars, this has been written a lot. However, for me is also a good service for a € 870 mobile phone and Apple can no longer deliver. I had problems with my iPhone and went directly to the Apple service. The error could not be solved even after 3 complaints. The service seemed incompetent and dried up. Again and again, the same phrases of the employees used, without a solution to bring about. Consumer rights regarding the warranty for defects under German law were eroded and ignored. The Apple warranty is a priority, even if I would be better off under the warranty. This is very alarming, as a group over the law and law sets. As I was then more and more acidic by the ignorance of the concrete personnel, one has noticed correctly how the employees have the invisible arrogant "" Apple coat "" dressed and no longer argued goal-oriented. Granted, I was a little upset, too, but rightly so. I never became dropping, offensive or personal. With which arrogance but it has to do with a non-functioning 870 ¬ phone at Apple, is absurd and no longer of this world. By the way, was exactly this service at Apple a few years ago, still exemplary. Today, this is often sluggish and bureaucratized. If Apple does not change here soon with the amount of staff and especially well-trained (professional, non-religious;)) professionals, the case will probably deep in the medium to long term, because then lacks the backing in the fan base, the Apple still has today. One should hire more IT people in the service and no theologians;)	0
iPhone 7 Plus	32GB	Silver	Paulina Bustamante	3	No funciona en Chile	2018-12-21	us	Teléfono en excelentes condiciones, como nuevo, pero no es compatible para ninguna de las compañías telefónicas de chile. No está liberado para ser usado aquí siendo que al momento de combarlo salía: ""Unlock GSM"" que es una de las principales razones por lo que lo compré	0
iPhone XS	64GB	Gray	Client d'Amazon	2	Iphone OK but delivery to be desired	2018-12-23	fr	Hello, The product is fully compliant and new. On the other hand, the delivery being indicated "" Delivery against signature "", the product was left in the mailbox. For a product at such an amount, this is a bit limited.	0
iPhone 6S	32GB	Rose Gold	Ophélie. 🌺	3	Mixed.	2018-01-31	fr	"New product I am told but in the end it is a refurbished product, some applications were not present. I do not use it so not really a problem but it can be for other people. "	0
iPhone 6S	32GB	Rose Gold	Cliente Amazon	4	All right	2017-08-15	it	I bought the smartphone to give it as a gift. I was told by the person who received the gift that the internet connection often skips, but I don't know if it depends on the phone from the network. The product was shipped very quickly and flawlessly.	0
iPhone XS	64GB	Gold	CS	1	"Buyer Bewarer - Lost music, New headphone"	2019-05-05	us	We purchased this phone through a Verizon trade in.  By far, the worst upgrade in my 10-year history of Apple Phones.  Not only did I lose 65% of all the songs I painstakingly burned and created playlists for, but the headphones end connector has changed as well .  It is non-universal so you will not be able to use the new headphones on planes or other devices like tablets or computers. The music I lost wasn’t pre-cloud.  Nevertheless, Apple Support was very nonchalant about this loss.  They say they are “pushing” all users to subscribe to Apple Music!  Shame on you, Apple!  We’re switching to another product.	0
iPhone 7	32GB	Black	Erick	2	Desbloquear Telefono	2019-02-15	us	Teléfono bloqueado . Operador US Tracfone. Favor desbloquear telefono	0
iPhone 6S	64GB	Argent 	mele773	1	Seller shun !!!!!!!!!!!!!	2019-04-17	de	Mobile was offered as a new product !!!!!! Ware came quickly. The box seemed original and was also welded - the phone showed no signs of use. 9 months after purchase failure due to swollen battery (case burst). According to Apple (Apple Store) is not new, since 2017 for the first time registered with Apple in the US, so the warranty is extinguished. In the context of customer satisfaction, Apple exchanges the phone for a surcharge of 50 € against a new device. I would avoid this seller. The phone itself is top! The behavior of Apple exemplary! the seller is a ......... !!!!!!!!	0
