Unlike my Galaxy Tab, facial recognition works well, even at night. I have nothing to say, it just works.	1
In the top	1
Perfect received quickly and no problem	1
Well it's a great iPhone that I have now in my hands! Thank you for the delivery!	1
Very good it happens my phone	1
I use this device for my personal purposes. It is very powerful, with a very good photo sensor and a beautiful aestheticism.	1
I received my iphone before yesterday I galez to transfer my given in with the old iphone I had to go to call or he galore also without promising me to save everything if the phone is new arrived by mail with signature very secure and fast delivery	1
Thank you for the speed and all that comes from it, the phone is just a marvel.This Oled screen is unheard of and the Face ID of a practical and reassisant.J'adore!	1
Nine, nothing to report everything ok, received in 48h!	1
iPhone XS Gold 512 GB well receivedMagnificent and all new, Zero Km. Damage it does not cook..Thanks AMAZON ..	1
This phone is excellent on all points. The screen is amazing and the power is disproportionate while offering an impressive battery. Smart HDR photos are often more successful than with professional cameras .. In short, this iPhone is a jewel of technology, at a price totally delirious certainly, but that will delight those who want the best technology available to date. for Amazon: delivery WITHOUT SIGNATURE and on the landing ... It is absolutely inadmissible for an article of this price. What would have happened if the package had been stolen ???	1
Iphone XS mAx received this day, new device of 256go at the price of 1299e thank you amazon ... it changes me a lot of my old iPhone 7. it is perfect. hold in my hand, be careful you need a big hand, because it is big big .... I thank the seller A-Mountain for the quality of his service. 10/10 !!!	1
Excellent product, very very satisfied with my purchase.	1
No surprise, the phone is at the top (iPhone Xs Max): performance, screen (OLED), design, finish, iOS. Everything is there. My wife, who is an afficionados of the apple brand, loved her gift. And with 256 GB, she can hold at least 2-3 years (until the next phone change ...) before to fill it.But as usual at Apple, it is paid at the high price and in recent years, I deplore a very high price inflation at Apple (an iPhone at the price of a MacBook ...): it compensates the loss of volume by an increase in prices ... NB: no opinion on tightness, because I have not tested :-)	1
Imported product but complies with the description, no problem for use in France, French charger in the box.Impossible to find cheaper in store! Ordered on Friday, received on Monday morning with fast delivery.	1
perfect deliver in 2 working days	1
A pure Iphone XS Max for a price lower than usual (1064 € at the time of purchase, it's 200 euros saved!) It works perfectly well, recognized correctly for the synchronization of the Apple Store, iCloud and all what goes with it! It synchronizes with all that is necessary, so it's not a scam but an authentic Iphone! Frankly, it's expensive but what is good! It's my first iOS and frankly, there is no picture, between Android and iOS, there is a world of difference in terms of technological advance! Your wallet will be bad but your comfort will be put forward! Good buy!	1
To date I have received my phone it just beautiful and perfectly meets my expectations, Fast functional retina screen is just splendid almost 100 euros less than at apple so do not hesitate or no problems to report order in premium received the next day thank you amazon	1
Superb phone.Bought in white color, frankly a rendering without any false note. The design is beautiful. Features side, it has one of the best screens on the market, a foolproof face recognition and a perfectly stable and simple OS. As long as we appreciate the sleek style of Apple devices we should not be disappointed.Little less for the lack of some features that I have been waiting for a long time on iOS: more icons in the dock, landscape mode on the screen. Home screen (existed on iPhone 6 Plus or 7 Plus but has since disappeared) and splitscreen (split screen).	1
I have always used Samsung brand phone for once I wanted to try Apple because I bought my wife an iPhone eight more so I said I take the last Apple that just released the XS Max I'm a little disappointed Because it's not worth the price and at the processor or ream I prefer Samsung because the iPhone is a bit long	1
I ordered this from a third-party seller, it was stolen from the center trie tnt Orleans, refund 1 month after. So I took a 512 xs Max at Amazon Germany (big promo) .It is super , all the people who use an Xr and even more an xs boasted them, and indeed I love, nice toy, expensive but great toolbox, I do not use my MacBook 2010 and the pc of the job I m 's used only for work I had a 6s 128 which was great but a bit small	1
Great phone! As usual with apple! Delivery in 1 day without spawning of real iPhone Max blister port with Europe plug cheaper than at apple or another distributor! Do not hesitate!	1
Happy to find Apple. It's a joy to leave android and find a bone finished and a high-end smartphone that is worth it. A treat !	1
Original iPhone XS Max serious seller	1
According to the description and with the black friday Amazon, at A-mountain the 256 go was cheaper than the 64 go at Apple or some operators and other sites. Delivery faster than expected, I recommend completely.	1
A-MOUNTAIN super seller! Expected delivery initially the 15/01 product received the 07/01 good surprise !! New product, official Apple, blister, European plug, wired headphones with connector lightning.Concerning the phone I'm faithful to Apple since 3G, and I'm never disappointed (A level tariffs share!). Beautiful screen, easy handling, pictures at the top	1
Super product very good battery performance, some bugs but hey I think we should not ask too much ... Apple remains Apple	1
Arrive in the delivery time and neufje highly recommend !!!	1
Very nice phone, we are dealing with the Apple it feels quality is nothing to say frankly at the top! The photos are so clear I have never seen such beautiful pictures, to protect this jewelry given its price ...	1
iPhone XS Max received today even I am delighted I recommend with eyes closed seller	1
Super phone	1
Product meets expectations delivered very quickly	1
Too expensive for what we get but good.Fé be sincere and say that we pay the mark and not features. Nice design but a bit fragile	1
Frankly nothing to say well received with a deadline respected, well pack no problem it works nikel I strongly recommend without any worries.	1
Product compliant and in very good condition	1
New Iphone delivered in record time.Ravie of my purchase and savings realized! No need to move to an operator or Apple Store.	1
Good product I recommend	1
Perfect	1
I buy it as a Christmas gift for my boyfriend, it was the happiest in the world, nikel packaging, phone well protect, I had to receive one day in advance but it was a concern of badge ctt, battery life him please, he is not complaining yet.	1
Beautiful product. I checked the serial number on Apple and all is well it's A real for 95 euro cheaper	1
Top iPhone new, original and incredible little gem Apple always have things well anyway	1
Fast delivery and compliant product, nothing to say!	1
Great j'ado !!!!!!	1
Just defect for the guarantee. Otherwise, it works very well	1
Original product, unlocked, newHow to say	1
Perfect, received quickly and beautiful discount thanks to Black Friday but I think it's model reconditioned	1
The product conforms to my expectations. Pleasantly surprised by the speed of the expedition. Just perfect	1
It is beautiful and I loved the delivery method thank you very much I recommend the iph Xs Max really beautiful	1
Perfect	1
Complies with the description delivery time respected very satisfied	1
Perfect	1
The top! I took advantage of a Black Friday price. Thank you Amazon. Superb device.	1
iPhone at the top j adore.Delivery in 1 day on a Saturday and in hand against signature.	1
Dear certainly for a phone but when we can afford, the technology of this phone is worth	1
Superb laptop, new arrival, with all accessories. Long battery life (12h at least if working with laptop), super quality pictures, portraits in both cameras	1
Arrive super fast, a bit expensive because in US $ 1200 If you have friends who can send it from down made.	1
Magnificent	1
I phone original delivered in state	1
Very nice and good product that Apple offers us despite the price. I am very happy with this phone and highly recommend it.	1
Item as described ! Excellent phone	1
Nothing to say .. Beautiful. Even if it is expensive for a phone, it was cheaper than other sites, so I do not regret my purchase .. TopThank Amazon!	1
Dear, it takes time to understand all the subtletiesThe photos are excellent	1
New product, as described and received quickly.	1
I received the article (certainly late) but it was in line with my expectations: new, packaged in blister and working perfectly. Very good dealer that I recommend.	1
Fast delivery .. article nine blister .. RAD .. written in French .. quality at the top I do not regret my purchase too happy a pure wonder	1
Nothing to say more is an iphone just that the screen is great	1
I highly recommend ! I received it the next day from my commandele phone was brand new blister with A-moutain bill plus guarantee apple	1
Well received, very nice phone buy by payment in 4x credit card, arrive 2 days after paying the order	1
Christmas gift in advance, nothing to say he is as good as I expected. I recommend 100%. Product arrived in 1 day (instead of 3 days) in fast delivery.	1
Product ordered via A-Montain, very satisfied with the order. Brand new iPhone, received quickly, at an unbeatable price. I recommend 100%!	1
Very good product	1
New iPhone at a reduced price this iPhone and dedicated to sales in China and India but and original Apple no problem for France	1
I use this smartphone for personal and professional use.	1
Bought during the black friday, I do not regret my personal gift.	1
very well nothing to say	1
Very good resolution	1
A very very good product mangnifique, the camera everything is functional.	1
I have nothing more to say, except that the delivery was fast thank you	1
Personal use	1
just perfect	1
Brand new and original phone! Paid 200euros cheaper than in storeThanks	1
Ultra fast delivery, totally authentic product	1
perfect battery at the top.	1
The Iphone is just fine I am delighted I recommend value for money at the top	1
Nothing to sayDelivered in timeWell protectedWorks well	1
Very good product	1
No problem or anomaly to take up	1
Beautiful phone a little expensive certainly but I do not regret	1
PracticeMagnificent pictures videosVery nice quality	1
Product compliant, shipment on time.	1
three three well	1
Well received in time, and new phone. I am very satisfied	1
Very good	1
Excellent I love	1
A beautiful experience	1
This phone is really perfect	1
Simple to use productGood quality	1
Compliant product	1
I use it everyday	1
Product received quickly, nickel r.a.s	1
original product, top thank you amazon =)	1
Excellent product, nothing to say	1
Nickel	1
There is no better than iPhone	1
Very good quality	1
This beautiful voice	1
Ras	1
Top	1
Nothing to say! top	1
Really amazing!	1
Just wonderful	1
In the top	1
Daily	1
The product was delivered in 2 business days. Iphone Xs Max official from home warranty 1 year according to apple website	1
I received my iPhone XS Max two weeks ago and I am pleasantly surprised by the quality of the product and the gold color chosen. I recommend it to you !!	1
The top but	1
I bought mine at orange I am fully satisfied with my purchase, I put a Spigen protection and beautiful thing is that I can always recharge without a line, I love it, it holds the load compared to my old iphone 7 more than I had before, and facial recognition is amazing, I recommend it.	1
Perfect	1
Hello I wanted to share my opinion on this wonderful iPhone. First of all it differs enormously from other iPhone, it remains incredible. It is equipped with many more things than the others, that is to say the photo quality, the speed, its movements, etc. ... I strongly recommend it, it's not just a phone is our phone. Buy it, you'll send me news.	1
product that works perfectly and brand new with 0 special effects	1
Produced in top quality qualities. Very fast delivery at the top	1
Nothing to say article at the top!	1
In the top	1
iPhone sold by A-Mountain and shipped by Amazon.The product is an import destined for other European markets but it is 100% original Apple with genuine serial number, original sealed box and accessories. No problem with activation. Sold with a nice discount on the full price.	1
Being an application developer, it's partly about my work tools. But as an individual, and having had the iPhone X before, I must admit that the main new features are very well received, namely: * Larger screen * High Dynamic Range (even on Youtube videos, while the application does not do not even propose the 4K but hey it's another debate) * The camera! I've never had so much fun taking photos in the dim light, in HDR, edit them in a while, make videos of an impressive quality (even after viewing on a macbook retina screen, quality is crazy) * the eSim, with which I can afford to have a pro line and a person on a single phone.Il is expensive, Apple sells it dearly (thank you Black Friday Amazon for that matter), but for nothing at world I do not regret my purchase.	1
BlackFriday so I did not hesitate to save 200 € on this iPhone XS Max! What to say that I am still satisfied with their smartphone. The photo quality is still well improved compared to my X. Facial recognition much faster and pleasant everyday. Thank you to the seller for this price beating any competition in view of the age of the smartphone!	1
Xs max 64 Totally newAbsolutely no problemFull shippingBlister like the apple store or the operators ... but much cheaper ... To recommend with eyes closed.Product great and it is the culmination of the 6plus 6splus and 7plus versions previous ones that I had.Franchise! Finally the gel	1
Ordered and received 2 days later. The Iphone is an original, well packaged and not a copy. The activation of the phone was done with no worries with Apple. Serious salesman from A-montain.I ordered this iphone because I wanted to switch to IOS and the design of the phone I liked rather well! I will only recommend this phone to Apple fanatics. Because report / price there is much better on the android side. Pay 1200 € and do not have lightning jack jack ... it already shows the color when you go to Apple.	1
Christmas gift anticipated and personal, I took advantage of a good price and am quite delighted with this phone with all its novelties! I began to learn to use the camera absolutely great of this phone. An impressive quality.	1
Quick delivery ! Less than 15h! Perfect product, approved by Apple because I could subscribe an AppleCare! Congratulations and big thank you!	1
Being an apple addict I guess my opinion will be more biased but I just switched from iPhone 6s to Xs Max and it's clearly a revolution. Thank you Amazon for Black Friday. More than satisfied with the phone.	1
Top than tell others about Apple I'm a fan	1
Order in the morning, arrived in the evening! Super delivery person, nothing to say in terms of delivery! Smartphone at the top of the top! He's just gorgeous. New product! I recommend it!	1
Just perfect ! Easy to use and the right size for my hands	1
No need to say it's a great Apple product	1
I have difficulties to go from one page to another and sometimes it blocks, I have to go through Siri to activate it	1
A good phone overall, even if the price is a little too high, at least 200 euros.I have an iPhone that still works very well and that is enough for the moment.I confess to have trouble with the larger screens, although Apple is quite talented in the field and is better than the competing manufacturers in terms of clutter.Plus jack, but that we start to get used.If you have iPhone 6 or higher, this one could suit you. If you just want to discover the iOS system, it can be a good choice too. I recommend!	1
Was great	1
The title says it all, it's an amazing phone. When I showed it to pro-androids they were hesitating to take one ... (iPhone XS Max)	1
Apple will still be Apple	1
delivery in the mailbox (so no signature) for an iphone! surprising	1
Photos and video top!	1
excellent smartphone. Obviously it is not worth 1500 euros ... the price is disproportionate.But it is really what is best	1
Very good productA very good photo qualityI went from the iPhone 7 to the iPhone xs Max and no regrets but there was a big change but we get used quickly	1
Great product, since 2010 I am a fan of the apple. Beautiful image, speed on top, I had the iphone 6, the XS Max nothing to see, it is toooooop.	1
Good autonomy, big screen, beautiful image, great pictures and nothing to say.	1
At the top nothing to say great phone no bug the battery at the top good view for the price on but I do not regret my purchase	1
I give you my feeling on iphone XR, that I have since last Friday, I had an iphone 7, I had before the 6, the 5 the 4 and the 3G. I was a little scared reading the reviews on the LCD, but given the price difference between the XR and XSmax, I did not hesitate ... the LCD is excellent, the difference with OLED will be noticeable that by those who want to put 300 € more (and again, the OLED does not have that advantages as already indicated in the tests that compare ...). Apple did a very good job by offering the first LCD borderless and with tap up wake function previously impossible to implement on a LCD ..; great autonomy: in average use, we arrive at two days, where with an iPhone X we hold just over a day; it's great to find color on an IPhone! It changes gold and money super tiresome! And the choice among 6 colors is really an asset! Perfect size for those who find the X / XS is too fair and the XS Max really too much. We manage to do almost everything with one hand where it gets a lot more complicated with a plus / Max. very good performance of the camera (a shame for the optical zoom and portraits of Mustaches ...), better in low light than that of the X and previous because photosites larger than the previous iPhone! We can choose 128 GB, and it suits the greatest number where 64 GB today are just and 256GB too much for the average iPhoner ... A real success, no offense to those who have succumbed to an iPhone OLED and who have a hard time justifying the price GAP, especially for a smaller screen and a lighter battery! This iPhone XR is the iPhone of the reason without leaving aside the Apple design or the premium side (best LCD of the market , aluminum and glass ...) I am fully satisfied and in my opinion it is not necessary to spend more! the colored back adds a punchy side, I love it! So except coming from iphone X, I can only recommend the XR! you will have a real gap in terms of display quality, fluidity and autonomy	1
I give you my feeling on iphone XR, that I have since last Friday, I had an iphone 7, I had before the 6, the 5 the 4 and the 3G. I was a little scared reading the reviews on the LCD, but given the price difference between the XR and XSmax, I did not hesitate ... the LCD is excellent, the difference with OLED will be noticeable that by those who want to put 300 € more (and again, the OLED does not have that advantages as already indicated in the tests that compare ...). Apple did a very good job by offering the first LCD borderless and with tap up wake function previously impossible to implement on a LCD ..; great autonomy: in average use, we arrive at two days, where with an iPhone X we hold just over a day; it's great to find color on an IPhone! It changes gold and money super tiresome! And the choice among 6 colors is really an asset! Perfect size for those who find the X / XS is too fair and the XS Max really too much. We manage to do almost everything with one hand where it gets a lot more complicated with a plus / Max. very good performance of the camera (a shame for the optical zoom and portraits of Mustaches ...), better in low light than that of the X and previous because photosites larger than the previous iPhone! We can choose 128 GB, and it suits the greatest number where 64 GB today are just and 256GB too much for the average iPhoner ... A real success, no offense to those who have succumbed to an iPhone OLED and who have a hard time justifying the price GAP, especially for a smaller screen and a lighter battery! This iPhone XR is the iPhone of the reason without leaving aside the Apple design or the premium side (best LCD of the market , aluminum and glass ...) I am fully satisfied and in my opinion it is not necessary to spend more! the colored back adds a punchy side, I love it! So except coming from iphone X, I can only recommend the XR! you will have a real gap in terms of display quality, fluidity and autonomy	1
Very good product very consistent and very complete original Apple	1
The delivery was super fast, ordered on Thursday, arrived on Saturday! This is a great smartphone, we hear a lot say that its LCD (Liquid Retina) is zero for a smartphone of 2018 (in front of the OLED (as on iPhones Xs and Xs Max, and other smartphones ..)) but this screen is super good quality. I had an iPhone 6s before, and there I find the screen of the iPhone Xr just huge! He is great. in any case, I love my new iPhone XR Blue 64go !! I highly recommend !	1
Ordered during the BF18 at a price defying any competition, this iPhone XR is the happiness of madame.In terms of size, it is almost as big as the XS max in the hand (or iPhone 6/7/8 Plus) but the screen is really halfway with the iPhone X / XS.iPhone X / XS: 5.8 "" iPhone XR: 6.1 "" iPhone XS Max: 6.5 "" You should know that the XR to edges more pronounced and is thicker, so it's really a big phone in the hand. If you do not like the iPhone 6/7/8 Plus or they do not fit in the pocket, the XR will not be the right compromise. However, if you have never had a large phone in your hand, the XR may be a first approach, but not the most efficient. In terms of performance, the XR screen takes the features of the old iPhone (LCD) in a bit better and has a big battery and the latest processor from Apple.- It means LARGE ENGINE LOW CONSUMPTION. Indeed this smartphone can hold 10 to 15h. You have to go on the games to shoot before 22h! Better than the XS and equal to the XS max.If the screen is the first compromise of the XR against the XS, the second is the camera.For simple it is very good! It offers the portrait mode (the bokeh effect that pleases Insta) and makes beautiful pictures! But of course it is behind the XS when there is a little more than 2m distance in the photo. It does not compare with the very high-end android either (Pixel 3, Mate 20 pro ...) In the end the real criteria for choosing the XR, it is especially the price, a little compromise against some Hundreds of euros. ABOUT THE SELLER I received the phone quickly, it worked well from reception, so I did not have to contact him, the phone has no problem.	1
Face recognition at the top, excellent camera. 4G reception better since the recent updates. As for the screen I put the videos on Youtube in 1080p and they are displayed in 828p on this iphone. The image is super sharp and stitched just like on the TV application. Very very good screen. Those who complain do not have the XR. The speakers deliver a very good stereo sound. Super fast to use. Really very pleasant to use.	1
I took the Black Friday to buy this iphone because there was a really interesting offer (a hundred euros less than the price at Apple)! I was a little afraid of getting a refurbished phone, or even from China (with the sound of the camera) and I have to admit that I am not disappointed and am even really happy with my purchase. The phone is new, still under plastic with all the accessories provides (charger and earphones). It works properly so far.	1
Very fast delivery and very well packaged, about the phone; Super iPhone XR, fluid; very nice picture camera at the top; super big screen ... the sound ... a treat ... I recommend ... !!	1
Very surprised because with a reduction of 120 € I did not believe at all but the product is consistent, to see in time but until proven otherwise everything is up to standard!	1
A beautiful smartphone, fast, beautiful, a fluid bone, face id and simply magical forget it so easy. The liquid retina works wonders I come from an iPhone 6s, it is clear that it is not oled but it's beautiful, Apple has certainly made the most beautiful LCD of this generation, ditto for the night camera like days is beautiful, ditto video with the 4K and of course the wide angle. For autonomy I confirm 8 hours in video, surfing, games, etc. Etc. The quality of the speakers and powerful and net (netflix). The removal of the home button does not bother on the contrary very quickly we know the gestures that the replace and that are quite natural. With a 6.1 screen you have to love big smartphones.	1
After 2 attempts of 4X purchases at a telephony operator and a third attempt at a large high-tech brand impossible to get the phone! Either request for infinite papers, or refused, or more stock (but the money is still debited every time !!) amazon very fast for everything !! Not even 1 week and delivered even before the scheduled date! 0 problem !!! Portable top !! We bought 2! Only damage tel not well packaged bubble paper etc with transport is fragile as well that costs us 1 arm ;-)	1
Coming from an iphone 6, the difference is spectacular. The LCD screen is very successful and has nothing to envy to LED screens if it is a very slight increase in thickness and weight it seems to me (but it remains very acceptable). The size of the screen is good compromise: less than a PLUS model and larger than the old standard models. The faceID works perfectly with an instantaneous response time.	1
Fan of Apple and their iPhones, I went from 7 to XR, finding the XS too expensive for the "more" he had. This iPhone is very good and its big plus: its battery that holds much better than all other iPhones I've had. I find even more beautiful mate around the iPhone than the aluminum X / XS. I took it in black to stay in the "class" side and I am delighted. The photos and videos are excellent qualities, better than those of the iPhone X (for having made real tests with that of my brother). The screen is also very good despite the LCD and not the OLED. The absence of the 3D Touch does not bother me, I did not use it with my 7. For me, the only fault of this iPhone compared to the other last: the absence of portrait mode on animals and objects but there is the portrait mode for humans! This is for me the best value for Apple after 4 months of use.	1
Since the partnership between Apple and Amazon, the latter resells Apple products with the certification of the "" apple "", a bit like buying your phone at the Apple Store but with Amazon prices (-10% at Blackfriday ). The phone itself is top level value for money, the iPhone is the best phones in terms of security / privacy far ahead of the Android. Too little difference between the latest LCD and OLED iPhone Xs to justify the 300 € more.	1
